,features,Importance,scen_feat,main_features,Affordance_Question,Affordance_Answer,scen_Question,scen_Answer
33,location_1:Laptop_Q6_feat4,23.5982905982906,location_1,Laptop_Q6_feat4,When does your Laptop give you an option of providing or changing any task related information to perform this task?,Having such options from the device while performing are not essential to me while using this device or is not provided by the device.  ,Scenario location,Home
251,Relationship_3:Laptop_Q7_feat2,23.5982905982906,Relationship_3,Laptop_Q7_feat2,Which of the following features help you in reaching the desired level of trust to perform this task on Laptop?,"It enables me to control where my personal information is stored (e.g., solely on the device)",Scenario relation,weak ties
32,location_1:Laptop_Q12_feat2,23.5982905982906,location_1,Laptop_Q12_feat2,Which of these maintenance features in Laptop affect you as you perform this task on it,Need of updating any software while/before performing the task  ,Scenario location,Home
476,location_3:Laptop_Q7_feat3,21.45299145299145,location_3,Laptop_Q7_feat3,Which of the following features help you in reaching the desired level of trust to perform this task on Laptop?,I enables me to control how it executes this task  ,Scenario location,"Public (park, street etc)"
593,location_2:Laptop_Q6_feat4,21.45299145299145,location_2,Laptop_Q6_feat4,When does your Laptop give you an option of providing or changing any task related information to perform this task?,Having such options from the device while performing are not essential to me while using this device or is not provided by the device.  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
590,location_2:Laptop_Q6_feat2,21.45299145299145,location_2,Laptop_Q6_feat2,When does your Laptop give you an option of providing or changing any task related information to perform this task?,The device prompts me to provide additional information when any instructions are unclear or missing.,Scenario location,"Semi private places (resturants, coffee shop etc)"
367,Relationship_2:Laptop_Q12_feat3,21.45299145299145,Relationship_2,Laptop_Q12_feat3,Which of these maintenance features in Laptop affect you as you perform this task on it,Ease of recovery of data and task related information in case of any hardware/software malfunction. ,Scenario relation,strong ties
588,location_2:Laptop_Q7_feat3,21.45299145299145,location_2,Laptop_Q7_feat3,Which of the following features help you in reaching the desired level of trust to perform this task on Laptop?,I enables me to control how it executes this task  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
478,location_3:Laptop_Q6_feat2,21.45299145299145,location_3,Laptop_Q6_feat2,When does your Laptop give you an option of providing or changing any task related information to perform this task?,The device prompts me to provide additional information when any instructions are unclear or missing.,Scenario location,"Public (park, street etc)"
584,location_2:Laptop_Q10_feat2,21.45299145299145,location_2,Laptop_Q10_feat2,How does Laptop provide feedback or respond to your actions as you execute the task?,Through audio/voice based notifications/responses,Scenario location,"Semi private places (resturants, coffee shop etc)"
366,Relationship_2:Laptop_Q6_feat2,21.45299145299145,Relationship_2,Laptop_Q6_feat2,When does your Laptop give you an option of providing or changing any task related information to perform this task?,The device prompts me to provide additional information when any instructions are unclear or missing.,Scenario relation,strong ties
480,location_3:Laptop_Q12_feat2,21.45299145299145,location_3,Laptop_Q12_feat2,Which of these maintenance features in Laptop affect you as you perform this task on it,Need of updating any software while/before performing the task  ,Scenario location,"Public (park, street etc)"
145,Relationship_1:Laptop_Q6_feat4,21.45299145299145,Relationship_1,Laptop_Q6_feat4,When does your Laptop give you an option of providing or changing any task related information to perform this task?,Having such options from the device while performing are not essential to me while using this device or is not provided by the device.  ,Scenario relation,alone
360,Relationship_2:Laptop_Q10_feat2,21.45299145299145,Relationship_2,Laptop_Q10_feat2,How does Laptop provide feedback or respond to your actions as you execute the task?,Through audio/voice based notifications/responses,Scenario relation,strong ties
147,Relationship_1:Laptop_Q1_feat3,21.45299145299145,Relationship_1,Laptop_Q1_feat3,Which of the following type of interactions do you use while executing a command on Laptop,Text-based interaction with a digital pen/Stylus  ,Scenario relation,alone
148,Relationship_1:Laptop_Q8_feat3,21.45299145299145,Relationship_1,Laptop_Q8_feat3,What level of personalized communication does your Laptop provide while performing this task?,"Based on my current activities and surroundings it recommends additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task)",Scenario relation,alone
470,location_3:Laptop_Q7_feat1,21.45299145299145,location_3,Laptop_Q7_feat1,Which of the following features help you in reaching the desired level of trust to perform this task on Laptop?,It enables me to define who has access to my information,Scenario location,"Public (park, street etc)"
259,Relationship_3:Laptop_Q1_feat3,21.45299145299145,Relationship_3,Laptop_Q1_feat3,Which of the following type of interactions do you use while executing a command on Laptop,Text-based interaction with a digital pen/Stylus  ,Scenario relation,weak ties
258,Relationship_3:Laptop_Q2_feat3,21.45299145299145,Relationship_3,Laptop_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Laptop while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  ",Scenario relation,weak ties
144,Relationship_1:Laptop_Q12_feat2,21.45299145299145,Relationship_1,Laptop_Q12_feat2,Which of these maintenance features in Laptop affect you as you perform this task on it,Need of updating any software while/before performing the task  ,Scenario relation,alone
37,location_1:Q11_feat1,19.585564819398712,location_1,Q11_feat1,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Presentation of information is in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used )  ",Scenario location,Home
484,location_3:Laptop_Q8_feat3,19.307692307692303,location_3,Laptop_Q8_feat3,What level of personalized communication does your Laptop provide while performing this task?,"Based on my current activities and surroundings it recommends additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task)",Scenario location,"Public (park, street etc)"
142,Relationship_1:Laptop_Q6_feat2,19.307692307692303,Relationship_1,Laptop_Q6_feat2,When does your Laptop give you an option of providing or changing any task related information to perform this task?,The device prompts me to provide additional information when any instructions are unclear or missing.,Scenario relation,alone
257,Relationship_3:Laptop_Q6_feat4,19.307692307692303,Relationship_3,Laptop_Q6_feat4,When does your Laptop give you an option of providing or changing any task related information to perform this task?,Having such options from the device while performing are not essential to me while using this device or is not provided by the device.  ,Scenario relation,weak ties
583,location_2:Laptop_Q8_feat2,19.307692307692303,location_2,Laptop_Q8_feat2,What level of personalized communication does your Laptop provide while performing this task?,"It customizes the features based on my current context and past interactions (e.g., sorting notifications by relevance)  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
482,location_3:Laptop_Q2_feat3,19.307692307692303,location_3,Laptop_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Laptop while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  ",Scenario location,"Public (park, street etc)"
598,location_2:Laptop_Q1_feat5,19.307692307692303,location_2,Laptop_Q1_feat5,Which of the following type of interactions do you use while executing a command on Laptop,Text-based interaction using virtual/digital keyboard on a screen  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
595,location_2:Laptop_Q1_feat3,19.307692307692303,location_2,Laptop_Q1_feat3,Which of the following type of interactions do you use while executing a command on Laptop,Text-based interaction with a digital pen/Stylus  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
150,Relationship_1:Laptop_Q1_feat5,19.307692307692303,Relationship_1,Laptop_Q1_feat5,Which of the following type of interactions do you use while executing a command on Laptop,Text-based interaction using virtual/digital keyboard on a screen  ,Scenario relation,alone
471,location_3:Laptop_Q8_feat2,19.307692307692303,location_3,Laptop_Q8_feat2,What level of personalized communication does your Laptop provide while performing this task?,"It customizes the features based on my current context and past interactions (e.g., sorting notifications by relevance)  ",Scenario location,"Public (park, street etc)"
369,Relationship_2:Laptop_Q6_feat4,19.307692307692303,Relationship_2,Laptop_Q6_feat4,When does your Laptop give you an option of providing or changing any task related information to perform this task?,Having such options from the device while performing are not essential to me while using this device or is not provided by the device.  ,Scenario relation,strong ties
591,location_2:Laptop_Q12_feat3,17.16239316239316,location_2,Laptop_Q12_feat3,Which of these maintenance features in Laptop affect you as you perform this task on it,Ease of recovery of data and task related information in case of any hardware/software malfunction. ,Scenario location,"Semi private places (resturants, coffee shop etc)"
469,location_3:Laptop_Q12_feat5,17.16239316239316,location_3,Laptop_Q12_feat5,Which of these maintenance features in Laptop affect you as you perform this task on it?,I do not consider/evaluate maintenance features as I use this device for this task or is not provided by the device  ,Scenario location,"Public (park, street etc)"
246,Relationship_3:Laptop_Q7_feat1,17.16239316239316,Relationship_3,Laptop_Q7_feat1,Which of the following features help you in reaching the desired level of trust to perform this task on Laptop?,It enables me to define who has access to my information,Scenario relation,weak ties
247,Relationship_3:Laptop_Q8_feat2,17.16239316239316,Relationship_3,Laptop_Q8_feat2,What level of personalized communication does your Laptop provide while performing this task?,"It customizes the features based on my current context and past interactions (e.g., sorting notifications by relevance)  ",Scenario relation,weak ties
256,Relationship_3:Laptop_Q12_feat2,17.16239316239316,Relationship_3,Laptop_Q12_feat2,Which of these maintenance features in Laptop affect you as you perform this task on it,Need of updating any software while/before performing the task  ,Scenario relation,weak ties
368,Relationship_2:Laptop_Q12_feat2,17.16239316239316,Relationship_2,Laptop_Q12_feat2,Which of these maintenance features in Laptop affect you as you perform this task on it,Need of updating any software while/before performing the task  ,Scenario relation,strong ties
490,location_3:Laptop_Q2_feat2,17.16239316239316,location_3,Laptop_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Laptop while executing this task?",I use/view another application using voice-based input ,Scenario location,"Public (park, street etc)"
489,location_3:Laptop_Q1_feat1,17.16239316239316,location_3,Laptop_Q1_feat1,Which of the following type of interactions do you use while executing a command on Laptop,Voice-based interaction  ,Scenario location,"Public (park, street etc)"
488,location_3:Laptop_Q10_feat4,17.16239316239316,location_3,Laptop_Q10_feat4,How does Laptop provide feedback or respond to your actions as you execute the task,Notifications/Reminders on other synced/connected devices  ,Scenario location,"Public (park, street etc)"
39,location_1:Laptop_Q5_feat2,17.16239316239316,location_1,Laptop_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  ,Scenario location,Home
487,location_3:Laptop_Q5_feat2,17.16239316239316,location_3,Laptop_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  ,Scenario location,"Public (park, street etc)"
363,Relationship_2:Laptop_Q7_feat2,17.16239316239316,Relationship_2,Laptop_Q7_feat2,Which of the following features help you in reaching the desired level of trust to perform this task on Laptop?,"It enables me to control where my personal information is stored (e.g., solely on the device)",Scenario relation,strong ties
581,location_2:Laptop_Q12_feat5,17.16239316239316,location_2,Laptop_Q12_feat5,Which of these maintenance features in Laptop affect you as you perform this task on it?,I do not consider/evaluate maintenance features as I use this device for this task or is not provided by the device  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
459,location_3:Laptop_Q4_feat3,17.16239316239316,location_3,Laptop_Q4_feat3,Which aspects of mobility does Laptop  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device,Scenario location,"Public (park, street etc)"
479,location_3:Laptop_Q12_feat3,17.16239316239316,location_3,Laptop_Q12_feat3,Which of these maintenance features in Laptop affect you as you perform this task on it,Ease of recovery of data and task related information in case of any hardware/software malfunction. ,Scenario location,"Public (park, street etc)"
35,location_1:Laptop_Q1_feat3,17.16239316239316,location_1,Laptop_Q1_feat3,Which of the following type of interactions do you use while executing a command on Laptop,Text-based interaction with a digital pen/Stylus  ,Scenario location,Home
483,location_3:Laptop_Q1_feat3,17.16239316239316,location_3,Laptop_Q1_feat3,Which of the following type of interactions do you use while executing a command on Laptop,Text-based interaction with a digital pen/Stylus  ,Scenario location,"Public (park, street etc)"
34,location_1:Laptop_Q2_feat3,17.16239316239316,location_1,Laptop_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Laptop while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  ",Scenario location,Home
586,location_2:Laptop_Q6_feat3,17.16239316239316,location_2,Laptop_Q6_feat3,When does your Laptop give you an option of providing or changing any task related information to perform this task?,The device prompts me for input and validation throughout the entire execution of task.,Scenario location,"Semi private places (resturants, coffee shop etc)"
357,Relationship_2:Laptop_Q12_feat5,17.16239316239316,Relationship_2,Laptop_Q12_feat5,Which of these maintenance features in Laptop affect you as you perform this task on it?,I do not consider/evaluate maintenance features as I use this device for this task or is not provided by the device  ,Scenario relation,strong ties
474,location_3:Laptop_Q6_feat3,17.16239316239316,location_3,Laptop_Q6_feat3,When does your Laptop give you an option of providing or changing any task related information to perform this task?,The device prompts me for input and validation throughout the entire execution of task.,Scenario location,"Public (park, street etc)"
43,location_1:Q4_feat3,15.853192185625158,location_1,Q4_feat3,What aspects of mobility do you expect to have for performing this task?,Mobility of the device does not matter to me in this task,Scenario location,Home
44,location_1:Q3_feat3,15.33102232199817,location_1,Q3_feat3,Which aspects of any of the device(s) would make it easier for you to use them for this task?,"The device(s) should be able to display any task related information (e.g, response) on a screen  ",Scenario location,Home
493,location_3:Laptop_Q5_feat3,15.017094017094015,location_3,Laptop_Q5_feat3,What level of accuracy does your Laptop provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  ",Scenario location,"Public (park, street etc)"
495,location_3:Laptop_Q8_feat1,15.017094017094015,location_3,Laptop_Q8_feat1,What level of personalized communication does your Laptop provide while performing this task?,The device communicates with me through informal/human-like responses or notifications,Scenario location,"Public (park, street etc)"
481,location_3:Laptop_Q6_feat4,15.017094017094015,location_3,Laptop_Q6_feat4,When does your Laptop give you an option of providing or changing any task related information to perform this task?,Having such options from the device while performing are not essential to me while using this device or is not provided by the device.  ,Scenario location,"Public (park, street etc)"
486,location_3:Laptop_Q1_feat5,15.017094017094015,location_3,Laptop_Q1_feat5,Which of the following type of interactions do you use while executing a command on Laptop,Text-based interaction using virtual/digital keyboard on a screen  ,Scenario location,"Public (park, street etc)"
262,Relationship_3:Laptop_Q1_feat5,15.017094017094015,Relationship_3,Laptop_Q1_feat5,Which of the following type of interactions do you use while executing a command on Laptop,Text-based interaction using virtual/digital keyboard on a screen  ,Scenario relation,weak ties
153,Relationship_1:Laptop_Q1_feat1,15.017094017094015,Relationship_1,Laptop_Q1_feat1,Which of the following type of interactions do you use while executing a command on Laptop,Voice-based interaction  ,Scenario relation,alone
154,Relationship_1:Laptop_Q2_feat2,15.017094017094015,Relationship_1,Laptop_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Laptop while executing this task?",I use/view another application using voice-based input ,Scenario relation,alone
372,Relationship_2:Laptop_Q8_feat3,15.017094017094015,Relationship_2,Laptop_Q8_feat3,What level of personalized communication does your Laptop provide while performing this task?,"Based on my current activities and surroundings it recommends additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task)",Scenario relation,strong ties
361,Relationship_2:Laptop_Q2_feat5,15.017094017094015,Relationship_2,Laptop_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Laptop while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  ,Scenario relation,strong ties
255,Relationship_3:Laptop_Q12_feat3,15.017094017094015,Relationship_3,Laptop_Q12_feat3,Which of these maintenance features in Laptop affect you as you perform this task on it,Ease of recovery of data and task related information in case of any hardware/software malfunction. ,Scenario relation,weak ties
252,Relationship_3:Laptop_Q7_feat3,15.017094017094015,Relationship_3,Laptop_Q7_feat3,Which of the following features help you in reaching the desired level of trust to perform this task on Laptop?,I enables me to control how it executes this task  ,Scenario relation,weak ties
157,Relationship_1:Laptop_Q5_feat3,15.017094017094015,Relationship_1,Laptop_Q5_feat3,What level of accuracy does your Laptop provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  ",Scenario relation,alone
36,location_1:Laptop_Q8_feat3,15.017094017094015,location_1,Laptop_Q8_feat3,What level of personalized communication does your Laptop provide while performing this task?,"Based on my current activities and surroundings it recommends additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task)",Scenario location,Home
263,Relationship_3:Laptop_Q5_feat2,15.017094017094015,Relationship_3,Laptop_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  ,Scenario relation,weak ties
46,location_1:Laptop_Q9_feat6,15.017094017094015,location_1,Laptop_Q9_feat6,How does your Laptop help you understand the features that you use to perform this task?  ,The assistance provided by the device to understand its features does not matter as I  use it for this task or is not provided by the device  ,Scenario location,Home
587,location_2:Laptop_Q7_feat2,15.017094017094015,location_2,Laptop_Q7_feat2,Which of the following features help you in reaching the desired level of trust to perform this task on Laptop?,"It enables me to control where my personal information is stored (e.g., solely on the device)",Scenario location,"Semi private places (resturants, coffee shop etc)"
468,location_3:Laptop_Q13_feat4,15.017094017094015,location_3,Laptop_Q13_feat4,Which of the additional artifacts do you connect/download on your Laptop,The ability to connect/download an additional things does not matter to me while using the device  for this task or is not provided by the device  ,Scenario location,"Public (park, street etc)"
48,location_1:Q3_feat2,14.151535717822291,location_1,Q3_feat2,Which aspects of any of the device(s) would make it easier for you to use them for this task?,The device(s) should provide few and simple steps to complete the task.,Scenario location,Home
49,location_1:Q5_feat1,13.999592431226713,location_1,Q5_feat1,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,It should be able to execute the task without any errors   ,Scenario location,Home
50,location_1:Q11_feat2,13.321200793533675,location_1,Q11_feat2,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Icons, buttons and other tools should be designed in such a way that I can easily understand their purpose and how to use them",Scenario location,Home
51,location_1:Q9_feat3,13.235365386612244,location_1,Q9_feat3,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,A graphic icon that conveys the meaning of a widget on the device   ,Scenario location,Home
501,location_3:Laptop_Q10_feat1,12.87179487179487,location_3,Laptop_Q10_feat1,How does Laptop provide feedback or respond to your actions as you execute the task,"Through lights, vibrations   ",Scenario location,"Public (park, street etc)"
56,location_1:Laptop_Q1_feat7,12.87179487179487,location_1,Laptop_Q1_feat7,Which of the following type of interactions do you use while executing a command on Laptop?,The input modality does not matter to me or is not provided by the device  ,Scenario location,Home
55,location_1:Laptop_Q10_feat7,12.87179487179487,location_1,Laptop_Q10_feat7,How does Laptop provide feedback or respond to your actions as you execute the task?,The way in which this device provides feedback or responds to my actions does not affect the way I use it  for this task or is not provided by the device  ,Scenario location,Home
500,location_3:Laptop_Q9_feat4,12.87179487179487,location_3,Laptop_Q9_feat4,How does your Laptop help you understand the features that you use to perform this task,Through a voice assistant that helps me to understand how to use its features to perform the task ,Scenario location,"Public (park, street etc)"
596,location_2:Laptop_Q8_feat3,12.87179487179487,location_2,Laptop_Q8_feat3,What level of personalized communication does your Laptop provide while performing this task?,"Based on my current activities and surroundings it recommends additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task)",Scenario location,"Semi private places (resturants, coffee shop etc)"
159,Relationship_1:Laptop_Q8_feat1,12.87179487179487,Relationship_1,Laptop_Q8_feat1,What level of personalized communication does your Laptop provide while performing this task?,The device communicates with me through informal/human-like responses or notifications,Scenario relation,alone
265,Relationship_3:Laptop_Q1_feat1,12.87179487179487,Relationship_3,Laptop_Q1_feat1,Which of the following type of interactions do you use while executing a command on Laptop,Voice-based interaction  ,Scenario relation,weak ties
146,Relationship_1:Laptop_Q2_feat3,12.87179487179487,Relationship_1,Laptop_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Laptop while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  ",Scenario relation,alone
151,Relationship_1:Laptop_Q5_feat2,12.87179487179487,Relationship_1,Laptop_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  ,Scenario relation,alone
374,Relationship_2:Laptop_Q1_feat5,12.87179487179487,Relationship_2,Laptop_Q1_feat5,Which of the following type of interactions do you use while executing a command on Laptop,Text-based interaction using virtual/digital keyboard on a screen  ,Scenario relation,strong ties
38,location_1:Laptop_Q1_feat5,12.87179487179487,location_1,Laptop_Q1_feat5,Which of the following type of interactions do you use while executing a command on Laptop,Text-based interaction using virtual/digital keyboard on a screen  ,Scenario location,Home
370,Relationship_2:Laptop_Q2_feat3,12.87179487179487,Relationship_2,Laptop_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Laptop while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  ",Scenario relation,strong ties
41,location_1:Laptop_Q1_feat1,12.87179487179487,location_1,Laptop_Q1_feat1,Which of the following type of interactions do you use while executing a command on Laptop,Voice-based interaction  ,Scenario location,Home
264,Relationship_3:Laptop_Q10_feat4,12.87179487179487,Relationship_3,Laptop_Q10_feat4,How does Laptop provide feedback or respond to your actions as you execute the task,Notifications/Reminders on other synced/connected devices  ,Scenario relation,weak ties
166,Relationship_1:Laptop_Q3_feat4,12.87179487179487,Relationship_1,Laptop_Q3_feat4,Which  aspects of Laptop makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  ,Scenario relation,alone
165,Relationship_1:Laptop_Q10_feat1,12.87179487179487,Relationship_1,Laptop_Q10_feat1,How does Laptop provide feedback or respond to your actions as you execute the task,"Through lights, vibrations   ",Scenario relation,alone
169,Relationship_1:Q1_feat4,12.096481437340223,Relationship_1,Q1_feat4,Which of the following type of interactions would you like to use to perform this task?,Text-based interaction using physical keyboard ,Scenario relation,alone
58,location_1:Q1_feat3,11.79861549278001,location_1,Q1_feat3,Which of the following type of interactions would you like to use to perform this task?,Text-based interaction with a digital pen/Stylus  ,Scenario location,Home
507,location_3:Q2_feat5,11.769041051909578,location_3,Q2_feat5,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",I would not like to multitask while performing this tas,Scenario location,"Public (park, street etc)"
377,Relationship_2:Laptop_Q1_feat1,10.726495726495726,Relationship_2,Laptop_Q1_feat1,Which of the following type of interactions do you use while executing a command on Laptop,Voice-based interaction  ,Scenario relation,strong ties
45,location_1:Laptop_Q5_feat3,10.726495726495726,location_1,Laptop_Q5_feat3,What level of accuracy does your Laptop provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  ",Scenario location,Home
509,location_3:Laptop_Q5_feat4,10.726495726495726,location_3,Laptop_Q5_feat4,What level of accuracy does your Laptop provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  ",Scenario location,"Public (park, street etc)"
592,location_2:Laptop_Q12_feat2,10.726495726495726,location_2,Laptop_Q12_feat2,Which of these maintenance features in Laptop affect you as you perform this task on it,Need of updating any software while/before performing the task  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
371,Relationship_2:Laptop_Q1_feat3,10.726495726495726,Relationship_2,Laptop_Q1_feat3,Which of the following type of interactions do you use while executing a command on Laptop,Text-based interaction with a digital pen/Stylus  ,Scenario relation,strong ties
508,location_3:Laptop_Q11_feat3,10.726495726495726,location_3,Laptop_Q11_feat3,Which of the following design components on your Laptop help you to develop an intuition before you decide how to complete this task,As the device does not have a screen it provides me relevant information through voice-based instructions  ,Scenario location,"Public (park, street etc)"
42,location_1:Laptop_Q2_feat2,10.726495726495726,location_1,Laptop_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Laptop while executing this task?",I use/view another application using voice-based input ,Scenario location,Home
375,Relationship_2:Laptop_Q5_feat2,10.726495726495726,Relationship_2,Laptop_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  ,Scenario relation,strong ties
266,Relationship_3:Laptop_Q2_feat2,10.726495726495726,Relationship_3,Laptop_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Laptop while executing this task?",I use/view another application using voice-based input ,Scenario relation,weak ties
594,location_2:Laptop_Q2_feat3,10.726495726495726,location_2,Laptop_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Laptop while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
391,Relationship_2:Laptop_Q10_feat7,10.726495726495726,Relationship_2,Laptop_Q10_feat7,How does Laptop provide feedback or respond to your actions as you execute the task?,The way in which this device provides feedback or responds to my actions does not affect the way I use it  for this task or is not provided by the device  ,Scenario relation,strong ties
158,Relationship_1:Laptop_Q9_feat6,10.726495726495726,Relationship_1,Laptop_Q9_feat6,How does your Laptop help you understand the features that you use to perform this task?  ,The assistance provided by the device to understand its features does not matter as I  use it for this task or is not provided by the device  ,Scenario relation,alone
172,Relationship_1:Laptop_Q11_feat3,10.726495726495726,Relationship_1,Laptop_Q11_feat3,Which of the following design components on your Laptop help you to develop an intuition before you decide how to complete this task,As the device does not have a screen it provides me relevant information through voice-based instructions  ,Scenario relation,alone
250,Relationship_3:Laptop_Q6_feat3,10.726495726495726,Relationship_3,Laptop_Q6_feat3,When does your Laptop give you an option of providing or changing any task related information to perform this task?,The device prompts me for input and validation throughout the entire execution of task.,Scenario relation,weak ties
54,location_1:Laptop_Q3_feat4,10.726495726495726,location_1,Laptop_Q3_feat4,Which  aspects of Laptop makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  ,Scenario location,Home
502,location_3:Laptop_Q3_feat4,10.726495726495726,location_3,Laptop_Q3_feat4,Which  aspects of Laptop makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  ,Scenario location,"Public (park, street etc)"
260,Relationship_3:Laptop_Q8_feat3,10.726495726495726,Relationship_3,Laptop_Q8_feat3,What level of personalized communication does your Laptop provide while performing this task?,"Based on my current activities and surroundings it recommends additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task)",Scenario relation,weak ties
62,location_1:Q2_feat3,10.115622462236008,location_1,Q2_feat3,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",The modality of input (text- or voice-based) does not matter as long as I am able to use another application  ,Scenario location,Home
63,location_1:Q10_feat3,9.990900595150258,location_1,Q10_feat3,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through text notifications/responses on screen of any of the devices,Scenario location,Home
57,location_1:Q1_feat4,9.652370275981092,location_1,Q1_feat4,Which of the following type of interactions would you like to use to perform this task?,Text-based interaction using physical keyboard ,Scenario location,Home
64,location_1:Q1_feat2,9.307039874689275,location_1,Q1_feat2,Which of the following type of interactions would you like to use to perform this task?,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario location,Home
395,Relationship_2:Q2_feat5,9.2870909524296,Relationship_2,Q2_feat5,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",I would not like to multitask while performing this tas,Scenario relation,strong ties
155,Relationship_1:Q4_feat3,9.112450482968411,Relationship_1,Q4_feat3,What aspects of mobility do you expect to have for performing this task?,Mobility of the device does not matter to me in this task,Scenario relation,alone
65,location_1:Q2_feat1,8.810910205332512,location_1,Q2_feat1,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",Use/view another application through touch-based input   ,Scenario location,Home
290,Relationship_3:Laptop_Q11_feat5,8.58119658119658,Relationship_3,Laptop_Q11_feat5,Which of the following design components on your Laptop help you to develop an intuition before you decide how to complete this task,I do not need the device to help me in deciding the best way to perform a task or is not provided by the device  ,Scenario relation,weak ties
152,Relationship_1:Laptop_Q10_feat4,8.58119658119658,Relationship_1,Laptop_Q10_feat4,How does Laptop provide feedback or respond to your actions as you execute the task,Notifications/Reminders on other synced/connected devices  ,Scenario relation,alone
66,location_1:Laptop_Q11_feat5,8.58119658119658,location_1,Laptop_Q11_feat5,Which of the following design components on your Laptop help you to develop an intuition before you decide how to complete this task,I do not need the device to help me in deciding the best way to perform a task or is not provided by the device  ,Scenario location,Home
607,location_2:Laptop_Q8_feat1,8.58119658119658,location_2,Laptop_Q8_feat1,What level of personalized communication does your Laptop provide while performing this task?,The device communicates with me through informal/human-like responses or notifications,Scenario location,"Semi private places (resturants, coffee shop etc)"
613,location_2:Laptop_Q10_feat1,8.58119658119658,location_2,Laptop_Q10_feat1,How does Laptop provide feedback or respond to your actions as you execute the task,"Through lights, vibrations   ",Scenario location,"Semi private places (resturants, coffee shop etc)"
178,Relationship_1:Laptop_Q11_feat5,8.58119658119658,Relationship_1,Laptop_Q11_feat5,Which of the following design components on your Laptop help you to develop an intuition before you decide how to complete this task,I do not need the device to help me in deciding the best way to perform a task or is not provided by the device  ,Scenario relation,alone
