,features,Importance,scen_feat,main_features,Affordance_Question,Affordance_Answer,scen_Question,scen_Answer
457,location_2:Smart_Speaker_Q5_feat3,13.259999999999998,location_2,Smart_Speaker_Q5_feat3,What level of accuracy does your Smart_Speaker provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
150,Relationship_1:Smart_Speaker_Q11_feat1,13.259999999999998,Relationship_1,Smart_Speaker_Q11_feat1,Which of the following design components on your Smart_Speaker help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    ",Scenario relation,alone
247,Relationship_3:Q11_feat3,12.686342383107085,Relationship_3,Q11_feat3,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"In case of no screen, the device(s) should provide me needed information as voice-based instructions",Scenario relation,weak ties
588,location_3:Q11_feat2,12.639395094070018,location_3,Q11_feat2,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Icons, buttons and other tools should be designed in such a way that I can easily understand their purpose and how to use them",Scenario location,"Public (park, street etc)"
133,Relationship_1:Q1_feat1,12.000061147119968,Relationship_1,Q1_feat1,Which of the following type of interactions would you like to use to perform this task?,Voice-based interaction  ,Scenario relation,alone
595,location_3:Q1_feat2,11.706797385620913,location_3,Q1_feat2,Which of the following type of interactions would you like to use to perform this task?,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario location,"Public (park, street etc)"
601,location_3:Q5_feat1,11.532807341788287,location_3,Q5_feat1,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,It should be able to execute the task without any errors   ,Scenario location,"Public (park, street etc)"
60,location_1:Q5_feat2,11.473990950226245,location_1,Q5_feat2,";""> What level of accuracy do you expect any of the device(s) to achieve for executing this task?",The device(s) can make errors sometimes  ,Scenario location,Home
590,location_3:Q9_feat3,10.650184372256367,location_3,Q9_feat3,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,A graphic icon that conveys the meaning of a widget on the device   ,Scenario location,"Public (park, street etc)"
586,location_3:Q10_feat3,10.429952008775537,location_3,Q10_feat3,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through text notifications/responses on screen of any of the devices,Scenario location,"Public (park, street etc)"
61,location_1:Q8_feat5,10.057026202251919,location_1,Q8_feat5,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,Personalization or customizability  is not essential for me performing this task on any device,Scenario location,Home
483,location_2:Q1_feat2,9.33415513897867,location_2,Q1_feat2,Which of the following type of interactions would you like to use to perform this task?,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
62,location_1:Q10_feat1,9.24739952089433,location_1,Q10_feat1,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,"Through lights, vibrations  ",Scenario location,Home
609,location_3:Q3_feat3,9.11276621417798,location_3,Q3_feat3,Which aspects of any of the device(s) would make it easier for you to use them for this task?,"The device(s) should be able to display any task related information (e.g, response) on a screen  ",Scenario location,"Public (park, street etc)"
239,Relationship_3:Q10_feat2,8.961979913916784,Relationship_3,Q10_feat2,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through audio/voice based notifications/responses   ,Scenario relation,weak ties
524,location_2:Smart_Speaker_Q1_feat4,8.840000000000002,location_2,Smart_Speaker_Q1_feat4,Which of the following type of interactions do you use while executing a command on Smart_Speaker?,Text-based interaction using physical keyboard  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
513,location_2:Smart_Speaker_Q13_feat1,8.840000000000002,location_2,Smart_Speaker_Q13_feat1,Which of the additional artifacts do you connect/download on your Smart_Speaker to execute the task,"Physical hardware (e.g., keyboard, screen, headphones, speakers)  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
569,location_3:Smart_Speaker_Q5_feat3,8.840000000000002,location_3,Smart_Speaker_Q5_feat3,What level of accuracy does your Smart_Speaker provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  ",Scenario location,"Public (park, street etc)"
498,location_2:Smart_Speaker_Q11_feat2,8.840000000000002,location_2,Smart_Speaker_Q11_feat2,Which of the following design components on your Smart_Speaker help you to develop an intuition before you decide how to complete this task?,"The design of icons, buttons and other tools is such that I can easily understand their purpose and how to use them.  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
570,location_3:Smart_Speaker_Q6_feat2,8.840000000000002,location_3,Smart_Speaker_Q6_feat2,When does your Smart_Speaker give you an option of providing or changing any task related information to perform this task?,The device prompts me to provide additional information when any instructions are unclear or missing.,Scenario location,"Public (park, street etc)"
514,location_2:Smart_Speaker_Q12_feat3,8.840000000000002,location_2,Smart_Speaker_Q12_feat3,Which of these maintenance features in Smart_Speaker affect you as you perform this task on it,Ease of recovery of data and task related information in case of any hardware/software malfunction. ,Scenario location,"Semi private places (resturants, coffee shop etc)"
492,location_2:Smart_Speaker_Q3_feat2,8.840000000000002,location_2,Smart_Speaker_Q3_feat2,Which  aspects of Smart_Speaker makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
528,location_2:Smart_Speaker_Q3_feat1,8.840000000000002,location_2,Smart_Speaker_Q3_feat1,Which  aspects of Smart_Speaker makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.,Scenario location,"Semi private places (resturants, coffee shop etc)"
516,location_2:Smart_Speaker_Q10_feat3,8.840000000000002,location_2,Smart_Speaker_Q10_feat3,How does Smart_Speaker provide feedback or respond to your actions as you execute the task?,Through text notifications/responses on screen of the device   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
495,location_2:Smart_Speaker_Q9_feat2,8.840000000000002,location_2,Smart_Speaker_Q9_feat2,How does your Smart_Speakerhelp you understand the features that you use to perform this task?  ,Through an interactive help/search menu that answers my questions on the features of the device as I use them,Scenario location,"Semi private places (resturants, coffee shop etc)"
527,location_2:Smart_Speaker_Q1_feat5,8.840000000000002,location_2,Smart_Speaker_Q1_feat5,Which of the following type of interactions do you use while executing a command on Smart_Speaker,Text-based interaction using virtual/digital keyboard on a screen  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
78,location_1:Smart_Speaker_Q3_feat6,8.840000000000002,location_1,Smart_Speaker_Q3_feat6,Which  aspects of Smart_Speaker makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  ,Scenario location,Home
75,location_1:Smart_Speaker_Q1_feat7,8.840000000000002,location_1,Smart_Speaker_Q1_feat7,Which of the following type of interactions do you use while executing a command on Smart_Speaker?,The input modality does not matter to me or is not provided by the device  ,Scenario location,Home
517,location_2:Smart_Speaker_Q10_feat1,8.840000000000002,location_2,Smart_Speaker_Q10_feat1,How does Smart_Speaker provide feedback or respond to your actions as you execute the task,"Through lights, vibrations   ",Scenario location,"Semi private places (resturants, coffee shop etc)"
518,location_2:Smart_Speaker_Q7_feat1,8.840000000000002,location_2,Smart_Speaker_Q7_feat1,Which of the following features help you in reaching the desired level of trust to perform this task on Smart_Speaker?,It enables me to define who has access to my information,Scenario location,"Semi private places (resturants, coffee shop etc)"
568,location_3:Smart_Speaker_Q2_feat5,8.840000000000002,location_3,Smart_Speaker_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  ,Scenario location,"Public (park, street etc)"
525,location_2:Smart_Speaker_Q1_feat3,8.840000000000002,location_2,Smart_Speaker_Q1_feat3,Which of the following type of interactions do you use while executing a command on Smart_Speaker,Text-based interaction with a digital pen/Stylus  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
288,Relationship_3:Smart_Speaker_Q13_feat2,8.840000000000002,Relationship_3,Smart_Speaker_Q13_feat2,Which of the additional artifacts do you connect/download on your Smart_Speaker,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  ",Scenario relation,weak ties
567,location_3:Smart_Speaker_Q7_feat5,8.840000000000002,location_3,Smart_Speaker_Q7_feat5,Which of the following features help you in reaching the desired level of trust to perform this task on Smart_Speaker?,Building trust is not essential for using this device for this task or is not provided by the device ,Scenario location,"Public (park, street etc)"
296,Relationship_3:Smart_Speaker_Q9_feat1,8.840000000000002,Relationship_3,Smart_Speaker_Q9_feat1,How does your Smart_Speaker help you understand the features that you use to perform this task,Through a tooltip that explains the functionality of a widget on the device.,Scenario relation,weak ties
67,location_1:Smart_Speaker_Q6_feat4,8.840000000000002,location_1,Smart_Speaker_Q6_feat4,When does your Smart_Speaker give you an option of providing or changing any task related information to perform this task?,Having such options from the device while performing are not essential to me while using this device or is not provided by the device.  ,Scenario location,Home
290,Relationship_3:Smart_Speaker_Q12_feat3,8.840000000000002,Relationship_3,Smart_Speaker_Q12_feat3,Which of these maintenance features in Smart_Speaker affect you as you perform this task on it,Ease of recovery of data and task related information in case of any hardware/software malfunction. ,Scenario relation,weak ties
64,location_1:Smart_Speaker_Q13_feat2,8.840000000000002,location_1,Smart_Speaker_Q13_feat2,Which of the additional artifacts do you connect/download on your Smart_Speaker,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  ",Scenario location,Home
283,Relationship_3:Smart_Speaker_Q11_feat5,8.840000000000002,Relationship_3,Smart_Speaker_Q11_feat5,Which of the following design components on your Smart_Speaker help you to develop an intuition before you decide how to complete this task,I do not need the device to help me in deciding the best way to perform a task or is not provided by the device  ,Scenario relation,weak ties
500,location_2:Smart_Speaker_Q1_feat2,8.840000000000002,location_2,Smart_Speaker_Q1_feat2,Which of the following type of interactions do you use while executing a command on Smart_Speaker,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
281,Relationship_3:Smart_Speaker_Q2_feat3,8.840000000000002,Relationship_3,Smart_Speaker_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  ",Scenario relation,weak ties
292,Relationship_3:Smart_Speaker_Q10_feat3,8.840000000000002,Relationship_3,Smart_Speaker_Q10_feat3,How does Smart_Speaker provide feedback or respond to your actions as you execute the task?,Through text notifications/responses on screen of the device   ,Scenario relation,weak ties
63,location_1:Smart_Speaker_Q12_feat1,8.840000000000002,location_1,Smart_Speaker_Q12_feat1,Which of these maintenance features in Smart_Speaker affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   ,Scenario location,Home
501,location_2:Smart_Speaker_Q9_feat3,8.840000000000002,location_2,Smart_Speaker_Q9_feat3,How does your Smart_Speaker help you understand the features that you use to perform this task?  ,Through an graphic icon that conveys the meaning of a widget on the device   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
504,location_2:Smart_Speaker_Q7_feat2,8.840000000000002,location_2,Smart_Speaker_Q7_feat2,Which of the following features help you in reaching the desired level of trust to perform this task on Smart_Speaker?,"It enables me to control where my personal information is stored (e.g., solely on the device)",Scenario location,"Semi private places (resturants, coffee shop etc)"
295,Relationship_3:Smart_Speaker_Q9_feat6,8.840000000000002,Relationship_3,Smart_Speaker_Q9_feat6,How does your Smart_Speaker help you understand the features that you use to perform this task?  ,The assistance provided by the device to understand its features does not matter as I  use it for this task or is not provided by the device  ,Scenario relation,weak ties
297,Relationship_3:Smart_Speaker_Q5_feat6,8.840000000000002,Relationship_3,Smart_Speaker_Q5_feat6,What level of accuracy does your Smart_Speaker provide when executing the task,Level of  accuracy does not matter to me while using this device for this task or is not provided by the device  ,Scenario relation,weak ties
512,location_2:Smart_Speaker_Q13_feat2,8.840000000000002,location_2,Smart_Speaker_Q13_feat2,Which of the additional artifacts do you connect/download on your Smart_Speaker,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
298,Relationship_3:Smart_Speaker_Q2_feat1,8.840000000000002,Relationship_3,Smart_Speaker_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?",I use/view another application using touch-based input,Scenario relation,weak ties
299,Relationship_3:Smart_Speaker_Q1_feat7,8.840000000000002,Relationship_3,Smart_Speaker_Q1_feat7,Which of the following type of interactions do you use while executing a command on Smart_Speaker?,The input modality does not matter to me or is not provided by the device  ,Scenario relation,weak ties
71,location_1:Smart_Speaker_Q9_feat6,8.840000000000002,location_1,Smart_Speaker_Q9_feat6,How does your Smart_Speaker help you understand the features that you use to perform this task?  ,The assistance provided by the device to understand its features does not matter as I  use it for this task or is not provided by the device  ,Scenario location,Home
300,Relationship_3:Smart_Speaker_Q1_feat4,8.840000000000002,Relationship_3,Smart_Speaker_Q1_feat4,Which of the following type of interactions do you use while executing a command on Smart_Speaker?,Text-based interaction using physical keyboard  ,Scenario relation,weak ties
301,Relationship_3:Smart_Speaker_Q1_feat3,8.840000000000002,Relationship_3,Smart_Speaker_Q1_feat3,Which of the following type of interactions do you use while executing a command on Smart_Speaker,Text-based interaction with a digital pen/Stylus  ,Scenario relation,weak ties
505,location_2:Smart_Speaker_Q2_feat3,8.840000000000002,location_2,Smart_Speaker_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
506,location_2:Smart_Speaker_Q12_feat2,8.840000000000002,location_2,Smart_Speaker_Q12_feat2,Which of these maintenance features in Smart_Speaker affect you as you perform this task on it,Need of updating any software while/before performing the task  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
564,location_3:Smart_Speaker_Q9_feat4,8.840000000000002,location_3,Smart_Speaker_Q9_feat4,How does your Smart_Speaker help you understand the features that you use to perform this task,Through a voice assistant that helps me to understand how to use its features to perform the task ,Scenario location,"Public (park, street etc)"
511,location_2:Smart_Speaker_Q12_feat1,8.840000000000002,location_2,Smart_Speaker_Q12_feat1,Which of these maintenance features in Smart_Speaker affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
565,location_3:Smart_Speaker_Q3_feat4,8.840000000000002,location_3,Smart_Speaker_Q3_feat4,Which  aspects of Smart_Speaker makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  ,Scenario location,"Public (park, street etc)"
499,location_2:Smart_Speaker_Q3_feat3,8.840000000000002,location_2,Smart_Speaker_Q3_feat3,Which  aspects of Smart_Speaker makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
566,location_3:Smart_Speaker_Q11_feat3,8.840000000000002,location_3,Smart_Speaker_Q11_feat3,Which of the following design components on your Smart_Speaker help you to develop an intuition before you decide how to complete this task,As the device does not have a screen it provides me relevant information through voice-based instructions  ,Scenario location,"Public (park, street etc)"
522,location_2:Smart_Speaker_Q2_feat1,8.840000000000002,location_2,Smart_Speaker_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?",I use/view another application using touch-based input,Scenario location,"Semi private places (resturants, coffee shop etc)"
383,Relationship_2:Smart_Speaker_Q9_feat2,8.840000000000002,Relationship_2,Smart_Speaker_Q9_feat2,How does your Smart_Speakerhelp you understand the features that you use to perform this task?  ,Through an interactive help/search menu that answers my questions on the features of the device as I use them,Scenario relation,strong ties
163,Relationship_1:Smart_Speaker_Q3_feat3,8.840000000000002,Relationship_1,Smart_Speaker_Q3_feat3,Which  aspects of Smart_Speaker makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  ,Scenario relation,alone
482,location_2:Smart_Speaker_Q2_feat2,8.840000000000002,location_2,Smart_Speaker_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?",I use/view another application using voice-based input ,Scenario location,"Semi private places (resturants, coffee shop etc)"
382,Relationship_2:Smart_Speaker_Q8_feat3,8.840000000000002,Relationship_2,Smart_Speaker_Q8_feat3,What level of personalized communication does your Smart_Speaker provide while performing this task?,"Based on my current activities and surroundings it recommends additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task)",Scenario relation,strong ties
165,Relationship_1:Smart_Speaker_Q9_feat3,8.840000000000002,Relationship_1,Smart_Speaker_Q9_feat3,How does your Smart_Speaker help you understand the features that you use to perform this task?  ,Through an graphic icon that conveys the meaning of a widget on the device   ,Scenario relation,alone
403,Relationship_2:Smart_Speaker_Q6_feat4,8.840000000000002,Relationship_2,Smart_Speaker_Q6_feat4,When does your Smart_Speaker give you an option of providing or changing any task related information to perform this task?,Having such options from the device while performing are not essential to me while using this device or is not provided by the device.  ,Scenario relation,strong ties
386,Relationship_2:Smart_Speaker_Q11_feat2,8.840000000000002,Relationship_2,Smart_Speaker_Q11_feat2,Which of the following design components on your Smart_Speaker help you to develop an intuition before you decide how to complete this task?,"The design of icons, buttons and other tools is such that I can easily understand their purpose and how to use them.  ",Scenario relation,strong ties
462,location_2:Smart_Speaker_Q8_feat2,8.840000000000002,location_2,Smart_Speaker_Q8_feat2,What level of personalized communication does your Smart_Speaker provide while performing this task?,"It customizes the features based on my current context and past interactions (e.g., sorting notifications by relevance)  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
594,location_3:Smart_Speaker_Q2_feat2,8.840000000000002,location_3,Smart_Speaker_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?",I use/view another application using voice-based input ,Scenario location,"Public (park, street etc)"
170,Relationship_1:Smart_Speaker_Q12_feat2,8.840000000000002,Relationship_1,Smart_Speaker_Q12_feat2,Which of these maintenance features in Smart_Speaker affect you as you perform this task on it,Need of updating any software while/before performing the task  ,Scenario relation,alone
464,location_2:Smart_Speaker_Q5_feat4,8.840000000000002,location_2,Smart_Speaker_Q5_feat4,What level of accuracy does your Smart_Speaker provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
475,location_2:Smart_Speaker_Q7_feat3,8.840000000000002,location_2,Smart_Speaker_Q7_feat3,Which of the following features help you in reaching the desired level of trust to perform this task on Smart_Speaker?,I enables me to control how it executes this task  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
393,Relationship_2:Smart_Speaker_Q2_feat3,8.840000000000002,Relationship_2,Smart_Speaker_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Smart_Speaker while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  ",Scenario relation,strong ties
395,Relationship_2:Smart_Speaker_Q11_feat5,8.840000000000002,Relationship_2,Smart_Speaker_Q11_feat5,Which of the following design components on your Smart_Speaker help you to develop an intuition before you decide how to complete this task,I do not need the device to help me in deciding the best way to perform a task or is not provided by the device  ,Scenario relation,strong ties
175,Relationship_1:Smart_Speaker_Q12_feat1,8.840000000000002,Relationship_1,Smart_Speaker_Q12_feat1,Which of these maintenance features in Smart_Speaker affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   ,Scenario relation,alone
182,Relationship_1:Smart_Speaker_Q7_feat1,8.840000000000002,Relationship_1,Smart_Speaker_Q7_feat1,Which of the following features help you in reaching the desired level of trust to perform this task on Smart_Speaker?,It enables me to define who has access to my information,Scenario relation,alone
400,Relationship_2:Smart_Speaker_Q13_feat2,8.840000000000002,Relationship_2,Smart_Speaker_Q13_feat2,Which of the additional artifacts do you connect/download on your Smart_Speaker,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  ",Scenario relation,strong ties
461,location_2:Smart_Speaker_Q4_feat1,8.840000000000002,location_2,Smart_Speaker_Q4_feat1,Which aspects of mobility does Smart_Speaker  provide as you perform this task?,I can move around while performing the task   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
466,location_2:Smart_Speaker_Q5_feat2,8.840000000000002,location_2,Smart_Speaker_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
162,Relationship_1:Smart_Speaker_Q11_feat2,8.840000000000002,Relationship_1,Smart_Speaker_Q11_feat2,Which of the following design components on your Smart_Speaker help you to develop an intuition before you decide how to complete this task?,"The design of icons, buttons and other tools is such that I can easily understand their purpose and how to use them.  ",Scenario relation,alone
580,location_3:Smart_Speaker_Q8_feat5,8.840000000000002,location_3,Smart_Speaker_Q8_feat5,What level of personalized communication does your Smart_Speaker provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  ,Scenario location,"Public (park, street etc)"
610,location_3:Smart_Speaker_Q11_feat2,8.840000000000002,location_3,Smart_Speaker_Q11_feat2,Which of the following design components on your Smart_Speaker help you to develop an intuition before you decide how to complete this task?,"The design of icons, buttons and other tools is such that I can easily understand their purpose and how to use them.  ",Scenario location,"Public (park, street etc)"
459,location_2:Smart_Speaker_Q6_feat1,8.840000000000002,location_2,Smart_Speaker_Q6_feat1,When does your Smart_Speaker give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task,Scenario location,"Semi private places (resturants, coffee shop etc)"
574,location_3:Smart_Speaker_Q8_feat2,8.840000000000002,location_3,Smart_Speaker_Q8_feat2,What level of personalized communication does your Smart_Speaker provide while performing this task?,"It customizes the features based on my current context and past interactions (e.g., sorting notifications by relevance)  ",Scenario location,"Public (park, street etc)"
486,location_2:Smart_Speaker_Q11_feat1,8.840000000000002,location_2,Smart_Speaker_Q11_feat1,Which of the following design components on your Smart_Speaker help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    ",Scenario location,"Semi private places (resturants, coffee shop etc)"
485,location_2:Smart_Speaker_Q5_feat1,8.840000000000002,location_2,Smart_Speaker_Q5_feat1,What level of accuracy does your Smart_Speaker provide when executing the task?,It executes the task without any errors   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
576,location_3:Smart_Speaker_Q5_feat4,8.840000000000002,location_3,Smart_Speaker_Q5_feat4,What level of accuracy does your Smart_Speaker provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  ",Scenario location,"Public (park, street etc)"
159,Relationship_1:Smart_Speaker_Q9_feat2,8.840000000000002,Relationship_1,Smart_Speaker_Q9_feat2,How does your Smart_Speakerhelp you understand the features that you use to perform this task?  ,Through an interactive help/search menu that answers my questions on the features of the device as I use them,Scenario relation,alone
520,location_2:Smart_Speaker_Q9_feat1,8.840000000000002,location_2,Smart_Speaker_Q9_feat1,How does your Smart_Speaker help you understand the features that you use to perform this task,Through a tooltip that explains the functionality of a widget on the device.,Scenario location,"Semi private places (resturants, coffee shop etc)"
641,location_3:Q13_feat1,8.823529411764708,location_3,Q13_feat1,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Physical hardware (e.g., keyboard, screen, headphones, speakers, storage space)  ",Scenario location,"Public (park, street etc)"
600,location_3:Q11_feat1,8.675556249024806,location_3,Q11_feat1,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Presentation of information is in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used )  ",Scenario location,"Public (park, street etc)"
593,location_3:Q3_feat2,8.675556249024806,location_3,Q3_feat2,Which aspects of any of the device(s) would make it easier for you to use them for this task?,The device(s) should provide few and simple steps to complete the task.,Scenario location,"Public (park, street etc)"
470,location_2:Q12_feat5,8.597285067873305,location_2,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.,Scenario location,"Semi private places (resturants, coffee shop etc)"
591,location_3:Q6_feat1,8.322404929238473,location_3,Q6_feat1,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,Only at the beginning for providing first set of commands or information  ,Scenario location,"Public (park, street etc)"
144,Relationship_1:Q3_feat4,8.08357968828557,Relationship_1,Q3_feat4,Which aspects of any of the device(s) would make it easier for you to use them for this task?,The device(s) should be able to provide any task related information as an audio response. ,Scenario relation,alone
478,location_2:Q9_feat3,8.056800056561087,location_2,Q9_feat3,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,A graphic icon that conveys the meaning of a widget on the device   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
256,Relationship_3:Q3_feat4,7.937309200603317,Relationship_3,Q3_feat4,Which aspects of any of the device(s) would make it easier for you to use them for this task?,The device(s) should be able to provide any task related information as an audio response. ,Scenario relation,weak ties
465,location_2:Q13_feat4,7.918552036199096,location_2,Q13_feat4,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,The ability to connect/download an additional things does not matter to me  for this task.,Scenario location,"Semi private places (resturants, coffee shop etc)"
476,location_2:Q11_feat2,7.751138869415591,location_2,Q11_feat2,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Icons, buttons and other tools should be designed in such a way that I can easily understand their purpose and how to use them",Scenario location,"Semi private places (resturants, coffee shop etc)"
266,Relationship_3:Q6_feat2,7.716199095022622,Relationship_3,Q6_feat2,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,Device(s) should prompt me for providing more information when instructions are unclear or missing.  ,Scenario relation,weak ties
642,location_3:Q2_feat1,7.4660633484162915,location_3,Q2_feat1,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",Use/view another application through touch-based input   ,Scenario location,"Public (park, street etc)"
474,location_2:Q10_feat3,7.4240323418144065,location_2,Q10_feat3,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through text notifications/responses on screen of any of the devices,Scenario location,"Semi private places (resturants, coffee shop etc)"
497,location_2:Q3_feat3,7.154758229083488,location_2,Q3_feat3,Which aspects of any of the device(s) would make it easier for you to use them for this task?,"The device(s) should be able to display any task related information (e.g, response) on a screen  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
489,location_2:Q5_feat1,7.138482832046849,location_2,Q5_feat1,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,It should be able to execute the task without any errors   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
83,location_1:Q10_feat4,6.63122868082144,location_1,Q10_feat4,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through notifications/reminders on other synced/connected device  ,Scenario location,Home
167,Relationship_1:Q5_feat3,6.63122868082144,Relationship_1,Q5_feat3,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,"The device(s) can make some errors, but it should try to correct itself by learning from my previous actions or more interactions with me.  ",Scenario relation,alone
496,location_2:Q4_feat1,6.587868540128603,location_2,Q4_feat1,What aspects of mobility do you expect to have for performing this task? ,Being able to move around while performing the task   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
477,location_2:Q7_feat5,6.508604826546005,location_2,Q7_feat5,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,Building trust is not essential for me while performing this task on any device  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
645,location_3:Q7_feat3,6.3348416289592775,location_3,Q7_feat3,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,I should be able to control how device executes a task  ,Scenario location,"Public (park, street etc)"
420,Relationship_2:Q7_feat2,6.3348416289592775,Relationship_2,Q7_feat2,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,"To be able to control where my personal information is stored (e.g., solely on the device(s))",Scenario relation,strong ties
