,features,Importance,scen_feat,main_features,Affordance_Question,Affordance_Answer,scen_Question,scen_Answer
571,location_1:Smart_Phone_Q11_feat1,16.525210084033613,location_1,Smart_Phone_Q11_feat1,Which of the following design components on your Smart_Phone help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    ",Scenario location,Home
471,Relationship_3:Smart_Phone_Q10_feat1,16.525210084033613,Relationship_3,Smart_Phone_Q10_feat1,How does Smart_Phone provide feedback or respond to your actions as you execute the task,"Through lights, vibrations   ",Scenario relation,weak ties
595,location_1:Q3_feat2,16.152747724254766,location_1,Q3_feat2,Which aspects of any of the device(s) would make it easier for you to use them for this task?,The device(s) should provide few and simple steps to complete the task.,Scenario location,Home
578,location_1:Smart_Phone_Q6_feat1,15.80672268907563,location_1,Smart_Phone_Q6_feat1,When does your Smart_Phone give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task,Scenario location,Home
241,location_2:Smart_Phone_Q7_feat3,15.80672268907563,location_2,Smart_Phone_Q7_feat3,Which of the following features help you in reaching the desired level of trust to perform this task on Smart_Phone?,I enables me to control how it executes this task  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
366,Relationship_2:Smart_Phone_Q6_feat3,15.088235294117643,Relationship_2,Smart_Phone_Q6_feat3,When does your Smart_Phone give you an option of providing or changing any task related information to perform this task?,The device prompts me for input and validation throughout the entire execution of task.,Scenario relation,strong ties
463,Relationship_3:Smart_Phone_Q1_feat1,15.088235294117643,Relationship_3,Smart_Phone_Q1_feat1,Which of the following type of interactions do you use while executing a command on Smart_Phone,Voice-based interaction  ,Scenario relation,weak ties
143,Relationship_1:Smart_Phone_Q9_feat1,15.088235294117643,Relationship_1,Smart_Phone_Q9_feat1,How does your Smart_Phone help you understand the features that you use to perform this task,Through a tooltip that explains the functionality of a widget on the device.,Scenario relation,alone
148,Relationship_1:Smart_Phone_Q12_feat3,15.088235294117643,Relationship_1,Smart_Phone_Q12_feat3,Which of these maintenance features in Smart_Phone affect you as you perform this task on it,Ease of recovery of data and task related information in case of any hardware/software malfunction. ,Scenario relation,alone
145,Relationship_1:Smart_Phone_Q6_feat2,15.088235294117643,Relationship_1,Smart_Phone_Q6_feat2,When does your Smart_Phone give you an option of providing or changing any task related information to perform this task?,The device prompts me to provide additional information when any instructions are unclear or missing.,Scenario relation,alone
142,Relationship_1:Smart_Phone_Q6_feat3,15.088235294117643,Relationship_1,Smart_Phone_Q6_feat3,When does your Smart_Phone give you an option of providing or changing any task related information to perform this task?,The device prompts me for input and validation throughout the entire execution of task.,Scenario relation,alone
140,Relationship_1:Smart_Phone_Q7_feat2,15.088235294117643,Relationship_1,Smart_Phone_Q7_feat2,Which of the following features help you in reaching the desired level of trust to perform this task on Smart_Phone?,"It enables me to control where my personal information is stored (e.g., solely on the device)",Scenario relation,alone
139,Relationship_1:Smart_Phone_Q9_feat2,15.088235294117643,Relationship_1,Smart_Phone_Q9_feat2,How does your Smart_Phonehelp you understand the features that you use to perform this task?  ,Through an interactive help/search menu that answers my questions on the features of the device as I use them,Scenario relation,alone
581,location_1:Smart_Phone_Q7_feat1,15.088235294117643,location_1,Smart_Phone_Q7_feat1,Which of the following features help you in reaching the desired level of trust to perform this task on Smart_Phone?,It enables me to define who has access to my information,Scenario location,Home
249,location_2:Smart_Phone_Q2_feat5,15.088235294117643,location_2,Smart_Phone_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Smart_Phone while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
569,location_1:Smart_Phone_Q2_feat1,15.088235294117643,location_1,Smart_Phone_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Smart_Phone while executing this task?",I use/view another application using touch-based input,Scenario location,Home
36,location_3:Smart_Phone_Q12_feat3,15.088235294117643,location_3,Smart_Phone_Q12_feat3,Which of these maintenance features in Smart_Phone affect you as you perform this task on it,Ease of recovery of data and task related information in case of any hardware/software malfunction. ,Scenario location,"Public (park, street etc)"
476,Relationship_3:Smart_Phone_Q7_feat2,15.088235294117643,Relationship_3,Smart_Phone_Q7_feat2,Which of the following features help you in reaching the desired level of trust to perform this task on Smart_Phone?,"It enables me to control where my personal information is stored (e.g., solely on the device)",Scenario relation,weak ties
597,location_1:Q9_feat3,14.677690676996756,location_1,Q9_feat3,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,A graphic icon that conveys the meaning of a widget on the device   ,Scenario location,Home
598,location_1:Q11_feat1,14.677690676996756,location_1,Q11_feat1,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Presentation of information is in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used )  ",Scenario location,Home
251,location_2:Smart_Phone_Q9_feat2,14.369747899159664,location_2,Smart_Phone_Q9_feat2,How does your Smart_Phonehelp you understand the features that you use to perform this task?  ,Through an interactive help/search menu that answers my questions on the features of the device as I use them,Scenario location,"Semi private places (resturants, coffee shop etc)"
40,location_3:Smart_Phone_Q5_feat2,14.369747899159664,location_3,Smart_Phone_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  ,Scenario location,"Public (park, street etc)"
263,location_2:Smart_Phone_Q12_feat2,14.369747899159664,location_2,Smart_Phone_Q12_feat2,Which of these maintenance features in Smart_Phone affect you as you perform this task on it,Need of updating any software while/before performing the task  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
570,location_1:Smart_Phone_Q8_feat2,14.369747899159664,location_1,Smart_Phone_Q8_feat2,What level of personalized communication does your Smart_Phone provide while performing this task?,"It customizes the features based on my current context and past interactions (e.g., sorting notifications by relevance)  ",Scenario location,Home
41,location_3:Q3_feat1,14.241702364167802,location_3,Q3_feat1,Which aspects of any of the device(s) would make it easier for you to use them for this task?,It should be easy to find and understand the relevant features of the device(s) to complete the given task.  ,Scenario location,"Public (park, street etc)"
602,location_1:Q6_feat1,14.021989302543632,location_1,Q6_feat1,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,Only at the beginning for providing first set of commands or information  ,Scenario location,Home
43,location_3:Smart_Phone_Q8_feat1,13.651260504201678,location_3,Smart_Phone_Q8_feat1,What level of personalized communication does your Smart_Phone provide while performing this task?,The device communicates with me through informal/human-like responses or notifications,Scenario location,"Public (park, street etc)"
370,Relationship_2:Smart_Phone_Q12_feat5,13.651260504201678,Relationship_2,Smart_Phone_Q12_feat5,Which of these maintenance features in Smart_Phone affect you as you perform this task on it?,I do not consider/evaluate maintenance features as I use this device for this task or is not provided by the device  ,Scenario relation,strong ties
31,location_3:Smart_Phone_Q9_feat1,13.651260504201678,location_3,Smart_Phone_Q9_feat1,How does your Smart_Phone help you understand the features that you use to perform this task,Through a tooltip that explains the functionality of a widget on the device.,Scenario location,"Public (park, street etc)"
576,location_1:Smart_Phone_Q10_feat2,13.651260504201678,location_1,Smart_Phone_Q10_feat2,How does Smart_Phone provide feedback or respond to your actions as you execute the task?,Through audio/voice based notifications/responses,Scenario location,Home
260,location_2:Smart_Phone_Q12_feat3,13.651260504201678,location_2,Smart_Phone_Q12_feat3,Which of these maintenance features in Smart_Phone affect you as you perform this task on it,Ease of recovery of data and task related information in case of any hardware/software malfunction. ,Scenario location,"Semi private places (resturants, coffee shop etc)"
34,location_3:Smart_Phone_Q12_feat5,13.651260504201678,location_3,Smart_Phone_Q12_feat5,Which of these maintenance features in Smart_Phone affect you as you perform this task on it?,I do not consider/evaluate maintenance features as I use this device for this task or is not provided by the device  ,Scenario location,"Public (park, street etc)"
39,location_3:Smart_Phone_Q12_feat2,13.651260504201678,location_3,Smart_Phone_Q12_feat2,Which of these maintenance features in Smart_Phone affect you as you perform this task on it,Need of updating any software while/before performing the task  ,Scenario location,"Public (park, street etc)"
475,Relationship_3:Smart_Phone_Q9_feat2,13.651260504201678,Relationship_3,Smart_Phone_Q9_feat2,How does your Smart_Phonehelp you understand the features that you use to perform this task?  ,Through an interactive help/search menu that answers my questions on the features of the device as I use them,Scenario relation,weak ties
375,Relationship_2:Smart_Phone_Q12_feat2,13.651260504201678,Relationship_2,Smart_Phone_Q12_feat2,Which of these maintenance features in Smart_Phone affect you as you perform this task on it,Need of updating any software while/before performing the task  ,Scenario relation,strong ties
44,location_3:Q7_feat2,13.205368112157144,location_3,Q7_feat2,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,"To be able to control where my personal information is stored (e.g., solely on the device(s))",Scenario location,"Public (park, street etc)"
269,location_2:Smart_Phone_Q10_feat4,12.932773109243696,location_2,Smart_Phone_Q10_feat4,How does Smart_Phone provide feedback or respond to your actions as you execute the task,Notifications/Reminders on other synced/connected devices  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
270,location_2:Smart_Phone_Q8_feat3,12.932773109243696,location_2,Smart_Phone_Q8_feat3,What level of personalized communication does your Smart_Phone provide while performing this task?,"Based on my current activities and surroundings it recommends additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task)",Scenario location,"Semi private places (resturants, coffee shop etc)"
583,location_1:Smart_Phone_Q10_feat1,12.932773109243696,location_1,Smart_Phone_Q10_feat1,How does Smart_Phone provide feedback or respond to your actions as you execute the task,"Through lights, vibrations   ",Scenario location,Home
481,Relationship_3:Smart_Phone_Q6_feat2,12.932773109243696,Relationship_3,Smart_Phone_Q6_feat2,When does your Smart_Phone give you an option of providing or changing any task related information to perform this task?,The device prompts me to provide additional information when any instructions are unclear or missing.,Scenario relation,weak ties
369,Relationship_2:Smart_Phone_Q6_feat2,12.932773109243696,Relationship_2,Smart_Phone_Q6_feat2,When does your Smart_Phone give you an option of providing or changing any task related information to perform this task?,The device prompts me to provide additional information when any instructions are unclear or missing.,Scenario relation,strong ties
484,Relationship_3:Smart_Phone_Q12_feat3,12.932773109243696,Relationship_3,Smart_Phone_Q12_feat3,Which of these maintenance features in Smart_Phone affect you as you perform this task on it,Ease of recovery of data and task related information in case of any hardware/software malfunction. ,Scenario relation,weak ties
465,Relationship_3:Smart_Phone_Q7_feat3,12.932773109243696,Relationship_3,Smart_Phone_Q7_feat3,Which of the following features help you in reaching the desired level of trust to perform this task on Smart_Phone?,I enables me to control how it executes this task  ,Scenario relation,weak ties
47,location_3:Q7_feat1,12.831154526587962,location_3,Q7_feat1,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,To be able to define who has access to my information  ,Scenario location,"Public (park, street etc)"
608,location_1:Q3_feat3,12.427613457663767,location_1,Q3_feat3,Which aspects of any of the device(s) would make it easier for you to use them for this task?,"The device(s) should be able to display any task related information (e.g, response) on a screen  ",Scenario location,Home
574,location_1:Smart_Phone_Q13_feat1,12.214285714285715,location_1,Smart_Phone_Q13_feat1,Which of the additional artifacts do you connect/download on your Smart_Phone to execute the task,"Physical hardware (e.g., keyboard, screen, headphones, speakers)  ",Scenario location,Home
257,location_2:Smart_Phone_Q6_feat2,12.214285714285715,location_2,Smart_Phone_Q6_feat2,When does your Smart_Phone give you an option of providing or changing any task related information to perform this task?,The device prompts me to provide additional information when any instructions are unclear or missing.,Scenario location,"Semi private places (resturants, coffee shop etc)"
572,location_1:Smart_Phone_Q13_feat2,12.214285714285715,location_1,Smart_Phone_Q13_feat2,Which of the additional artifacts do you connect/download on your Smart_Phone,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  ",Scenario location,Home
46,location_3:Smart_Phone_Q8_feat3,12.214285714285715,location_3,Smart_Phone_Q8_feat3,What level of personalized communication does your Smart_Phone provide while performing this task?,"Based on my current activities and surroundings it recommends additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task)",Scenario location,"Public (park, street etc)"
609,location_1:Q8_feat2,12.003171889337036,location_1,Q8_feat2,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,"Customizability of features based on current context and past interactions (e.g., sorting notifications by relevance)   ",Scenario location,Home
611,location_1:Smart_Phone_Q9_feat6,11.495798319327731,location_1,Smart_Phone_Q9_feat6,How does your Smart_Phone help you understand the features that you use to perform this task?  ,The assistance provided by the device to understand its features does not matter as I  use it for this task or is not provided by the device  ,Scenario location,Home
498,Relationship_3:Smart_Phone_Q6_feat4,11.495798319327731,Relationship_3,Smart_Phone_Q6_feat4,When does your Smart_Phone give you an option of providing or changing any task related information to perform this task?,Having such options from the device while performing are not essential to me while using this device or is not provided by the device.  ,Scenario relation,weak ties
494,Relationship_3:Smart_Phone_Q8_feat3,11.495798319327731,Relationship_3,Smart_Phone_Q8_feat3,What level of personalized communication does your Smart_Phone provide while performing this task?,"Based on my current activities and surroundings it recommends additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task)",Scenario relation,weak ties
45,location_3:Smart_Phone_Q10_feat4,11.495798319327731,location_3,Smart_Phone_Q10_feat4,How does Smart_Phone provide feedback or respond to your actions as you execute the task,Notifications/Reminders on other synced/connected devices  ,Scenario location,"Public (park, street etc)"
579,location_1:Smart_Phone_Q1_feat5,11.495798319327731,location_1,Smart_Phone_Q1_feat5,Which of the following type of interactions do you use while executing a command on Smart_Phone,Text-based interaction using virtual/digital keyboard on a screen  ,Scenario location,Home
51,location_3:Smart_Phone_Q9_feat6,11.495798319327731,location_3,Smart_Phone_Q9_feat6,How does your Smart_Phone help you understand the features that you use to perform this task?  ,The assistance provided by the device to understand its features does not matter as I  use it for this task or is not provided by the device  ,Scenario location,"Public (park, street etc)"
382,Relationship_2:Smart_Phone_Q8_feat3,11.495798319327731,Relationship_2,Smart_Phone_Q8_feat3,What level of personalized communication does your Smart_Phone provide while performing this task?,"Based on my current activities and surroundings it recommends additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task)",Scenario relation,strong ties
386,Relationship_2:Smart_Phone_Q6_feat4,11.495798319327731,Relationship_2,Smart_Phone_Q6_feat4,When does your Smart_Phone give you an option of providing or changing any task related information to perform this task?,Having such options from the device while performing are not essential to me while using this device or is not provided by the device.  ,Scenario relation,strong ties
610,location_1:Smart_Phone_Q6_feat4,11.495798319327731,location_1,Smart_Phone_Q6_feat4,When does your Smart_Phone give you an option of providing or changing any task related information to perform this task?,Having such options from the device while performing are not essential to me while using this device or is not provided by the device.  ,Scenario location,Home
612,location_1:Q11_feat2,10.823754063028725,location_1,Q11_feat2,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Icons, buttons and other tools should be designed in such a way that I can easily understand their purpose and how to use them",Scenario location,Home
149,Relationship_1:Q9_feat3,10.783826081039702,Relationship_1,Q9_feat3,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,A graphic icon that conveys the meaning of a widget on the device   ,Scenario relation,alone
157,Relationship_1:Smart_Phone_Q10_feat4,10.777310924369747,Relationship_1,Smart_Phone_Q10_feat4,How does Smart_Phone provide feedback or respond to your actions as you execute the task,Notifications/Reminders on other synced/connected devices  ,Scenario relation,alone
487,Relationship_3:Smart_Phone_Q12_feat2,10.777310924369747,Relationship_3,Smart_Phone_Q12_feat2,Which of these maintenance features in Smart_Phone affect you as you perform this task on it,Need of updating any software while/before performing the task  ,Scenario relation,weak ties
274,location_2:Smart_Phone_Q6_feat4,10.777310924369747,location_2,Smart_Phone_Q6_feat4,When does your Smart_Phone give you an option of providing or changing any task related information to perform this task?,Having such options from the device while performing are not essential to me while using this device or is not provided by the device.  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
590,location_1:Smart_Phone_Q6_feat3,10.777310924369747,location_1,Smart_Phone_Q6_feat3,When does your Smart_Phone give you an option of providing or changing any task related information to perform this task?,The device prompts me for input and validation throughout the entire execution of task.,Scenario location,Home
151,Relationship_1:Smart_Phone_Q12_feat2,10.777310924369747,Relationship_1,Smart_Phone_Q12_feat2,Which of these maintenance features in Smart_Phone affect you as you perform this task on it,Need of updating any software while/before performing the task  ,Scenario relation,alone
155,Relationship_1:Smart_Phone_Q8_feat1,10.777310924369747,Relationship_1,Smart_Phone_Q8_feat1,What level of personalized communication does your Smart_Phone provide while performing this task?,The device communicates with me through informal/human-like responses or notifications,Scenario relation,alone
593,location_1:Smart_Phone_Q6_feat2,10.777310924369747,location_1,Smart_Phone_Q6_feat2,When does your Smart_Phone give you an option of providing or changing any task related information to perform this task?,The device prompts me to provide additional information when any instructions are unclear or missing.,Scenario location,Home
479,Relationship_3:Smart_Phone_Q9_feat1,10.777310924369747,Relationship_3,Smart_Phone_Q9_feat1,How does your Smart_Phone help you understand the features that you use to perform this task,Through a tooltip that explains the functionality of a widget on the device.,Scenario relation,weak ties
158,Relationship_1:Smart_Phone_Q8_feat3,10.777310924369747,Relationship_1,Smart_Phone_Q8_feat3,What level of personalized communication does your Smart_Phone provide while performing this task?,"Based on my current activities and surroundings it recommends additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task)",Scenario relation,alone
613,location_1:Smart_Phone_Q4_feat3,10.777310924369747,location_1,Smart_Phone_Q4_feat3,Which aspects of mobility does Smart_Phone  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device,Scenario location,Home
271,location_2:Q7_feat1,10.574640936707091,location_2,Q7_feat1,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,To be able to define who has access to my information  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
154,Relationship_1:Q6_feat1,10.200796107916856,Relationship_1,Q6_feat1,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,Only at the beginning for providing first set of commands or information  ,Scenario relation,alone
166,Relationship_1:Q7_feat5,10.15500901670906,Relationship_1,Q7_feat5,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,Building trust is not essential for me while performing this task on any device  ,Scenario relation,alone
279,location_2:Q2_feat1,10.094000481078858,location_2,Q2_feat1,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",Use/view another application through touch-based input   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
587,location_1:Smart_Phone_Q9_feat2,10.058823529411764,location_1,Smart_Phone_Q9_feat2,How does your Smart_Phonehelp you understand the features that you use to perform this task?  ,Through an interactive help/search menu that answers my questions on the features of the device as I use them,Scenario location,Home
505,Relationship_3:Smart_Phone_Q10_feat7,10.058823529411764,Relationship_3,Smart_Phone_Q10_feat7,How does Smart_Phone provide feedback or respond to your actions as you execute the task?,The way in which this device provides feedback or responds to my actions does not affect the way I use it  for this task or is not provided by the device  ,Scenario relation,weak ties
280,location_2:Smart_Phone_Q2_feat3,10.058823529411764,location_2,Smart_Phone_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Smart_Phone while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
499,Relationship_3:Smart_Phone_Q9_feat6,10.058823529411764,Relationship_3,Smart_Phone_Q9_feat6,How does your Smart_Phone help you understand the features that you use to perform this task?  ,The assistance provided by the device to understand its features does not matter as I  use it for this task or is not provided by the device  ,Scenario relation,weak ties
56,location_3:Smart_Phone_Q2_feat3,10.058823529411764,location_3,Smart_Phone_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Smart_Phone while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  ",Scenario location,"Public (park, street etc)"
501,Relationship_3:Smart_Phone_Q4_feat3,10.058823529411764,Relationship_3,Smart_Phone_Q4_feat3,Which aspects of mobility does Smart_Phone  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device,Scenario relation,weak ties
282,location_2:Q10_feat1,9.96139593817612,location_2,Q10_feat1,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,"Through lights, vibrations  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
614,location_1:Q7_feat5,9.55021673271992,location_1,Q7_feat5,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,Building trust is not essential for me while performing this task on any device  ,Scenario location,Home
619,location_1:Q9_feat4,9.546442699886974,location_1,Q9_feat4,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,A voice assistant that can help me in understanding how to use appropriate features to perform the task  ,Scenario location,Home
620,location_1:Q10_feat4,9.366130030959756,location_1,Q10_feat4,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through notifications/reminders on other synced/connected device  ,Scenario location,Home
268,location_2:Q7_feat2,9.353997739446651,location_2,Q7_feat2,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,"To be able to control where my personal information is stored (e.g., solely on the device(s))",Scenario location,"Semi private places (resturants, coffee shop etc)"
488,Relationship_3:Smart_Phone_Q5_feat2,9.340336134453784,Relationship_3,Smart_Phone_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  ,Scenario relation,weak ties
163,Relationship_1:Smart_Phone_Q9_feat6,9.340336134453784,Relationship_1,Smart_Phone_Q9_feat6,How does your Smart_Phone help you understand the features that you use to perform this task?  ,The assistance provided by the device to understand its features does not matter as I  use it for this task or is not provided by the device  ,Scenario relation,alone
267,location_2:Smart_Phone_Q8_feat1,9.340336134453784,location_2,Smart_Phone_Q8_feat1,What level of personalized communication does your Smart_Phone provide while performing this task?,The device communicates with me through informal/human-like responses or notifications,Scenario location,"Semi private places (resturants, coffee shop etc)"
387,Relationship_2:Smart_Phone_Q9_feat6,9.340336134453784,Relationship_2,Smart_Phone_Q9_feat6,How does your Smart_Phone help you understand the features that you use to perform this task?  ,The assistance provided by the device to understand its features does not matter as I  use it for this task or is not provided by the device  ,Scenario relation,strong ties
379,Relationship_2:Smart_Phone_Q8_feat1,9.340336134453784,Relationship_2,Smart_Phone_Q8_feat1,What level of personalized communication does your Smart_Phone provide while performing this task?,The device communicates with me through informal/human-like responses or notifications,Scenario relation,strong ties
575,location_1:Smart_Phone_Q1_feat1,9.340336134453784,location_1,Smart_Phone_Q1_feat1,Which of the following type of interactions do you use while executing a command on Smart_Phone,Voice-based interaction  ,Scenario location,Home
50,location_3:Smart_Phone_Q6_feat4,9.340336134453784,location_3,Smart_Phone_Q6_feat4,When does your Smart_Phone give you an option of providing or changing any task related information to perform this task?,Having such options from the device while performing are not essential to me while using this device or is not provided by the device.  ,Scenario location,"Public (park, street etc)"
493,Relationship_3:Smart_Phone_Q10_feat4,9.340336134453784,Relationship_3,Smart_Phone_Q10_feat4,How does Smart_Phone provide feedback or respond to your actions as you execute the task,Notifications/Reminders on other synced/connected devices  ,Scenario relation,weak ties
588,location_1:Smart_Phone_Q7_feat2,9.340336134453784,location_1,Smart_Phone_Q7_feat2,Which of the following features help you in reaching the desired level of trust to perform this task on Smart_Phone?,"It enables me to control where my personal information is stored (e.g., solely on the device)",Scenario location,Home
372,Relationship_2:Smart_Phone_Q12_feat3,9.340336134453784,Relationship_2,Smart_Phone_Q12_feat3,Which of these maintenance features in Smart_Phone affect you as you perform this task on it,Ease of recovery of data and task related information in case of any hardware/software malfunction. ,Scenario relation,strong ties
591,location_1:Smart_Phone_Q9_feat1,9.340336134453784,location_1,Smart_Phone_Q9_feat1,How does your Smart_Phone help you understand the features that you use to perform this task,Through a tooltip that explains the functionality of a widget on the device.,Scenario location,Home
509,Relationship_3:Q10_feat6,9.340336134453784,Relationship_3,Q10_feat6,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,"As long as feedback is unambiguous and easy to follow, mode of feedback does not matter to me.   ",Scenario relation,weak ties
504,Relationship_3:Smart_Phone_Q2_feat3,9.340336134453784,Relationship_3,Smart_Phone_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Smart_Phone while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  ",Scenario relation,weak ties
377,Relationship_2:Q3_feat1,9.339617787259384,Relationship_2,Q3_feat1,Which aspects of any of the device(s) would make it easier for you to use them for this task?,It should be easy to find and understand the relevant features of the device(s) to complete the given task.  ,Scenario relation,strong ties
62,location_3:Q12_feat1,9.290997100594623,location_3,Q12_feat1,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?</,Amount of battery life and impact of performing the task on battery life   ,Scenario location,"Public (park, street etc)"
63,location_3:Q13_feat2,8.96816119067106,location_3,Q13_feat2,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  ",Scenario location,"Public (park, street etc)"
624,location_1:Q2_feat5,8.840689960194606,location_1,Q2_feat5,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",I would not like to multitask while performing this tas,Scenario location,Home
625,location_1:Q3_feat4,8.790435351394038,location_1,Q3_feat4,Which aspects of any of the device(s) would make it easier for you to use them for this task?,The device(s) should be able to provide any task related information as an audio response. ,Scenario location,Home
376,Relationship_2:Smart_Phone_Q5_feat2,8.621848739495796,Relationship_2,Smart_Phone_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  ,Scenario relation,strong ties
606,location_1:Smart_Phone_Q8_feat3,8.621848739495796,location_1,Smart_Phone_Q8_feat3,What level of personalized communication does your Smart_Phone provide while performing this task?,"Based on my current activities and surroundings it recommends additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task)",Scenario location,Home
61,location_3:Q10_feat6,8.621848739495796,location_3,Q10_feat6,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,"As long as feedback is unambiguous and easy to follow, mode of feedback does not matter to me.   ",Scenario location,"Public (park, street etc)"
162,Relationship_1:Smart_Phone_Q6_feat4,8.621848739495796,Relationship_1,Smart_Phone_Q6_feat4,When does your Smart_Phone give you an option of providing or changing any task related information to perform this task?,Having such options from the device while performing are not essential to me while using this device or is not provided by the device.  ,Scenario relation,alone
66,location_3:Smart_Phone_Q3_feat4,8.621848739495796,location_3,Smart_Phone_Q3_feat4,Which  aspects of Smart_Phone makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  ,Scenario location,"Public (park, street etc)"
596,location_1:Smart_Phone_Q12_feat3,8.621848739495796,location_1,Smart_Phone_Q12_feat3,Which of these maintenance features in Smart_Phone affect you as you perform this task on it,Ease of recovery of data and task related information in case of any hardware/software malfunction. ,Scenario location,Home
68,location_3:Smart_Phone_Q1_feat3,8.621848739495796,location_3,Smart_Phone_Q1_feat3,Which of the following type of interactions do you use while executing a command on Smart_Phone,Text-based interaction with a digital pen/Stylus  ,Scenario location,"Public (park, street etc)"
392,Relationship_2:Smart_Phone_Q2_feat3,8.621848739495796,Relationship_2,Smart_Phone_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Smart_Phone while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  ",Scenario relation,strong ties
515,Relationship_3:Smart_Phone_Q11_feat5,8.621848739495796,Relationship_3,Smart_Phone_Q11_feat5,Which of the following design components on your Smart_Phone help you to develop an intuition before you decide how to complete this task,I do not need the device to help me in deciding the best way to perform a task or is not provided by the device  ,Scenario relation,weak ties
181,Relationship_1:Q12_feat5,8.269206513014561,Relationship_1,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.,Scenario relation,alone
630,location_1:Q1_feat1,8.190527451149851,location_1,Q1_feat1,Which of the following type of interactions would you like to use to perform this task?,Voice-based interaction  ,Scenario location,Home
295,location_2:Q6_feat3,8.158805317792751,location_2,Q6_feat3,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,Device(s) should give me option of providing or changing any information through the entire execution of the task.  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
