,features,Importance,interaction_a,main_features,Question,Answer option
380,location_3:Q12_feat5,0.0,location_3,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.
381,Relationship_1:Q12_feat5,0.0,Relationship_1,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.
382,Relationship_2:Q12_feat5,0.0,Relationship_2,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.
365,Relationship_3:Q11_feat1,0.0,Relationship_3,Q11_feat1,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Presentation of information is in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used )  "
383,Relationship_3:Q12_feat5,0.0,Relationship_3,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.
361,location_2:Q11_feat1,0.0,location_2,Q11_feat1,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Presentation of information is in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used )  "
404,location_3:Tablet_Q1_feat4,0.0,location_3,Tablet_Q1_feat4,Which of the following type of interactions do you use while executing a command on Tablet?,Text-based interaction using physical keyboard  
370,Relationship_2:Q11_feat2,0.0,Relationship_2,Q11_feat2,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Icons, buttons and other tools should be designed in such a way that I can easily understand their purpose and how to use them"
430,Relationship_2:Tablet_Q2_feat2,0.0,Relationship_2,Tablet_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?",I use/view another application using voice-based input 
423,Relationship_1:Tablet_Q2_feat1,0.0,Relationship_1,Tablet_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?",I use/view another application using touch-based input
424,Relationship_2:Tablet_Q2_feat1,0.0,Relationship_2,Tablet_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?",I use/view another application using touch-based input
425,Relationship_3:Tablet_Q2_feat1,0.0,Relationship_3,Tablet_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?",I use/view another application using touch-based input
426,location_1:Tablet_Q2_feat2,0.0,location_1,Tablet_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?",I use/view another application using voice-based input 
356,location_3:Q10_feat4,0.0,location_3,Q10_feat4,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through notifications/reminders on other synced/connected device  
427,location_2:Tablet_Q2_feat2,0.0,location_2,Tablet_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?",I use/view another application using voice-based input 
428,location_3:Tablet_Q2_feat2,0.0,location_3,Tablet_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?",I use/view another application using voice-based input 
429,Relationship_1:Tablet_Q2_feat2,0.0,Relationship_1,Tablet_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?",I use/view another application using voice-based input 
431,Relationship_3:Tablet_Q2_feat2,0.0,Relationship_3,Tablet_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?",I use/view another application using voice-based input 
405,Relationship_1:Tablet_Q1_feat4,0.0,Relationship_1,Tablet_Q1_feat4,Which of the following type of interactions do you use while executing a command on Tablet?,Text-based interaction using physical keyboard  
512,location_3:Tablet_Q7_feat3,0.0,location_3,Tablet_Q7_feat3,Which of the following features help you in reaching the desired level of trust to perform this task on Tablet?,I enables me to control how it executes this task  
355,location_2:Q10_feat4,0.0,location_2,Q10_feat4,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through notifications/reminders on other synced/connected device  
432,location_1:Tablet_Q2_feat3,0.0,location_1,Tablet_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  "
433,location_2:Tablet_Q2_feat3,0.0,location_2,Tablet_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  "
434,location_3:Tablet_Q2_feat3,0.0,location_3,Tablet_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  "
435,Relationship_1:Tablet_Q2_feat3,0.0,Relationship_1,Tablet_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  "
436,Relationship_2:Tablet_Q2_feat3,0.0,Relationship_2,Tablet_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  "
437,Relationship_3:Tablet_Q2_feat3,0.0,Relationship_3,Tablet_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  "
422,location_3:Tablet_Q2_feat1,0.0,location_3,Tablet_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?",I use/view another application using touch-based input
357,Relationship_1:Q10_feat4,0.0,Relationship_1,Q10_feat4,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through notifications/reminders on other synced/connected device  
421,location_2:Tablet_Q2_feat1,0.0,location_2,Tablet_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?",I use/view another application using touch-based input
420,location_1:Tablet_Q2_feat1,0.0,location_1,Tablet_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Tablet while executing this task?",I use/view another application using touch-based input
406,Relationship_2:Tablet_Q1_feat4,0.0,Relationship_2,Tablet_Q1_feat4,Which of the following type of interactions do you use while executing a command on Tablet?,Text-based interaction using physical keyboard  
407,Relationship_3:Tablet_Q1_feat4,0.0,Relationship_3,Tablet_Q1_feat4,Which of the following type of interactions do you use while executing a command on Tablet?,Text-based interaction using physical keyboard  
360,location_1:Q11_feat1,0.0,location_1,Q11_feat1,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Presentation of information is in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used )  "
408,location_1:Tablet_Q1_feat5,0.0,location_1,Tablet_Q1_feat5,Which of the following type of interactions do you use while executing a command on Tablet,Text-based interaction using virtual/digital keyboard on a screen  
409,location_2:Tablet_Q1_feat5,0.0,location_2,Tablet_Q1_feat5,Which of the following type of interactions do you use while executing a command on Tablet,Text-based interaction using virtual/digital keyboard on a screen  
410,location_3:Tablet_Q1_feat5,0.0,location_3,Tablet_Q1_feat5,Which of the following type of interactions do you use while executing a command on Tablet,Text-based interaction using virtual/digital keyboard on a screen  
411,Relationship_1:Tablet_Q1_feat5,0.0,Relationship_1,Tablet_Q1_feat5,Which of the following type of interactions do you use while executing a command on Tablet,Text-based interaction using virtual/digital keyboard on a screen  
412,Relationship_2:Tablet_Q1_feat5,0.0,Relationship_2,Tablet_Q1_feat5,Which of the following type of interactions do you use while executing a command on Tablet,Text-based interaction using virtual/digital keyboard on a screen  
359,Relationship_3:Q10_feat4,0.0,Relationship_3,Q10_feat4,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through notifications/reminders on other synced/connected device  
413,Relationship_3:Tablet_Q1_feat5,0.0,Relationship_3,Tablet_Q1_feat5,Which of the following type of interactions do you use while executing a command on Tablet,Text-based interaction using virtual/digital keyboard on a screen  
414,location_1:Tablet_Q1_feat7,0.0,location_1,Tablet_Q1_feat7,Which of the following type of interactions do you use while executing a command on Tablet?,The input modality does not matter to me or is not provided by the device  
415,location_2:Tablet_Q1_feat7,0.0,location_2,Tablet_Q1_feat7,Which of the following type of interactions do you use while executing a command on Tablet?,The input modality does not matter to me or is not provided by the device  
416,location_3:Tablet_Q1_feat7,0.0,location_3,Tablet_Q1_feat7,Which of the following type of interactions do you use while executing a command on Tablet?,The input modality does not matter to me or is not provided by the device  
417,Relationship_1:Tablet_Q1_feat7,0.0,Relationship_1,Tablet_Q1_feat7,Which of the following type of interactions do you use while executing a command on Tablet?,The input modality does not matter to me or is not provided by the device  
358,Relationship_2:Q10_feat4,0.0,Relationship_2,Q10_feat4,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through notifications/reminders on other synced/connected device  
418,Relationship_2:Tablet_Q1_feat7,0.0,Relationship_2,Tablet_Q1_feat7,Which of the following type of interactions do you use while executing a command on Tablet?,The input modality does not matter to me or is not provided by the device  
419,Relationship_3:Tablet_Q1_feat7,0.0,Relationship_3,Tablet_Q1_feat7,Which of the following type of interactions do you use while executing a command on Tablet?,The input modality does not matter to me or is not provided by the device  
511,location_2:Tablet_Q7_feat3,0.0,location_2,Tablet_Q7_feat3,Which of the following features help you in reaching the desired level of trust to perform this task on Tablet?,I enables me to control how it executes this task  
530,location_3:Tablet_Q8_feat2,0.0,location_3,Tablet_Q8_feat2,What level of personalized communication does your Tablet provide while performing this task?,"It customizes the features based on my current context and past interactions (e.g., sorting notifications by relevance)  "
513,Relationship_1:Tablet_Q7_feat3,0.0,Relationship_1,Tablet_Q7_feat3,Which of the following features help you in reaching the desired level of trust to perform this task on Tablet?,I enables me to control how it executes this task  
622,Relationship_2:Tablet_Q11_feat3,0.0,Relationship_2,Tablet_Q11_feat3,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task,As the device does not have a screen it provides me relevant information through voice-based instructions  
615,Relationship_1:Tablet_Q11_feat2,0.0,Relationship_1,Tablet_Q11_feat2,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task?,"The design of icons, buttons and other tools is such that I can easily understand their purpose and how to use them.  "
616,Relationship_2:Tablet_Q11_feat2,0.0,Relationship_2,Tablet_Q11_feat2,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task?,"The design of icons, buttons and other tools is such that I can easily understand their purpose and how to use them.  "
617,Relationship_3:Tablet_Q11_feat2,0.0,Relationship_3,Tablet_Q11_feat2,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task?,"The design of icons, buttons and other tools is such that I can easily understand their purpose and how to use them.  "
618,location_1:Tablet_Q11_feat3,0.0,location_1,Tablet_Q11_feat3,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task,As the device does not have a screen it provides me relevant information through voice-based instructions  
619,location_2:Tablet_Q11_feat3,0.0,location_2,Tablet_Q11_feat3,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task,As the device does not have a screen it provides me relevant information through voice-based instructions  
620,location_3:Tablet_Q11_feat3,0.0,location_3,Tablet_Q11_feat3,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task,As the device does not have a screen it provides me relevant information through voice-based instructions  
621,Relationship_1:Tablet_Q11_feat3,0.0,Relationship_1,Tablet_Q11_feat3,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task,As the device does not have a screen it provides me relevant information through voice-based instructions  
623,Relationship_3:Tablet_Q11_feat3,0.0,Relationship_3,Tablet_Q11_feat3,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task,As the device does not have a screen it provides me relevant information through voice-based instructions  
613,location_2:Tablet_Q11_feat2,0.0,location_2,Tablet_Q11_feat2,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task?,"The design of icons, buttons and other tools is such that I can easily understand their purpose and how to use them.  "
624,location_1:Tablet_Q11_feat5,0.0,location_1,Tablet_Q11_feat5,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task,I do not need the device to help me in deciding the best way to perform a task or is not provided by the device  
625,location_2:Tablet_Q11_feat5,0.0,location_2,Tablet_Q11_feat5,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task,I do not need the device to help me in deciding the best way to perform a task or is not provided by the device  
626,location_3:Tablet_Q11_feat5,0.0,location_3,Tablet_Q11_feat5,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task,I do not need the device to help me in deciding the best way to perform a task or is not provided by the device  
627,Relationship_1:Tablet_Q11_feat5,0.0,Relationship_1,Tablet_Q11_feat5,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task,I do not need the device to help me in deciding the best way to perform a task or is not provided by the device  
628,Relationship_2:Tablet_Q11_feat5,0.0,Relationship_2,Tablet_Q11_feat5,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task,I do not need the device to help me in deciding the best way to perform a task or is not provided by the device  
629,Relationship_3:Tablet_Q11_feat5,0.0,Relationship_3,Tablet_Q11_feat5,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task,I do not need the device to help me in deciding the best way to perform a task or is not provided by the device  
630,location_1:Tablet_Q12_feat1,0.0,location_1,Tablet_Q12_feat1,Which of these maintenance features in Tablet affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   
614,location_3:Tablet_Q11_feat2,0.0,location_3,Tablet_Q11_feat2,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task?,"The design of icons, buttons and other tools is such that I can easily understand their purpose and how to use them.  "
612,location_1:Tablet_Q11_feat2,0.0,location_1,Tablet_Q11_feat2,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task?,"The design of icons, buttons and other tools is such that I can easily understand their purpose and how to use them.  "
632,location_3:Tablet_Q12_feat1,0.0,location_3,Tablet_Q12_feat1,Which of these maintenance features in Tablet affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   
602,location_3:Tablet_Q10_feat7,0.0,location_3,Tablet_Q10_feat7,How does Tablet provide feedback or respond to your actions as you execute the task?,The way in which this device provides feedback or responds to my actions does not affect the way I use it  for this task or is not provided by the device  
595,location_2:Tablet_Q10_feat6,0.0,location_2,Tablet_Q10_feat6,How does Tablet provide feedback or respond to your actions as you execute the task?,"As the feedback provided by my device is unambiguous and easy to follow, mode of feedback does not matter to me. "
596,location_3:Tablet_Q10_feat6,0.0,location_3,Tablet_Q10_feat6,How does Tablet provide feedback or respond to your actions as you execute the task?,"As the feedback provided by my device is unambiguous and easy to follow, mode of feedback does not matter to me. "
597,Relationship_1:Tablet_Q10_feat6,0.0,Relationship_1,Tablet_Q10_feat6,How does Tablet provide feedback or respond to your actions as you execute the task?,"As the feedback provided by my device is unambiguous and easy to follow, mode of feedback does not matter to me. "
598,Relationship_2:Tablet_Q10_feat6,0.0,Relationship_2,Tablet_Q10_feat6,How does Tablet provide feedback or respond to your actions as you execute the task?,"As the feedback provided by my device is unambiguous and easy to follow, mode of feedback does not matter to me. "
599,Relationship_3:Tablet_Q10_feat6,0.0,Relationship_3,Tablet_Q10_feat6,How does Tablet provide feedback or respond to your actions as you execute the task?,"As the feedback provided by my device is unambiguous and easy to follow, mode of feedback does not matter to me. "
600,location_1:Tablet_Q10_feat7,0.0,location_1,Tablet_Q10_feat7,How does Tablet provide feedback or respond to your actions as you execute the task?,The way in which this device provides feedback or responds to my actions does not affect the way I use it  for this task or is not provided by the device  
601,location_2:Tablet_Q10_feat7,0.0,location_2,Tablet_Q10_feat7,How does Tablet provide feedback or respond to your actions as you execute the task?,The way in which this device provides feedback or responds to my actions does not affect the way I use it  for this task or is not provided by the device  
603,Relationship_1:Tablet_Q10_feat7,0.0,Relationship_1,Tablet_Q10_feat7,How does Tablet provide feedback or respond to your actions as you execute the task?,The way in which this device provides feedback or responds to my actions does not affect the way I use it  for this task or is not provided by the device  
611,Relationship_3:Tablet_Q11_feat1,0.0,Relationship_3,Tablet_Q11_feat1,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    "
604,Relationship_2:Tablet_Q10_feat7,0.0,Relationship_2,Tablet_Q10_feat7,How does Tablet provide feedback or respond to your actions as you execute the task?,The way in which this device provides feedback or responds to my actions does not affect the way I use it  for this task or is not provided by the device  
605,Relationship_3:Tablet_Q10_feat7,0.0,Relationship_3,Tablet_Q10_feat7,How does Tablet provide feedback or respond to your actions as you execute the task?,The way in which this device provides feedback or responds to my actions does not affect the way I use it  for this task or is not provided by the device  
606,location_1:Tablet_Q11_feat1,0.0,location_1,Tablet_Q11_feat1,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    "
607,location_2:Tablet_Q11_feat1,0.0,location_2,Tablet_Q11_feat1,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    "
608,location_3:Tablet_Q11_feat1,0.0,location_3,Tablet_Q11_feat1,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    "
609,Relationship_1:Tablet_Q11_feat1,0.0,Relationship_1,Tablet_Q11_feat1,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    "
610,Relationship_2:Tablet_Q11_feat1,0.0,Relationship_2,Tablet_Q11_feat1,Which of the following design components on your Tablet help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    "
631,location_2:Tablet_Q12_feat1,0.0,location_2,Tablet_Q12_feat1,Which of these maintenance features in Tablet affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   
633,Relationship_1:Tablet_Q12_feat1,0.0,Relationship_1,Tablet_Q12_feat1,Which of these maintenance features in Tablet affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   
593,Relationship_3:Tablet_Q10_feat4,0.0,Relationship_3,Tablet_Q10_feat4,How does Tablet provide feedback or respond to your actions as you execute the task,Notifications/Reminders on other synced/connected devices  
662,location_3:Tablet_Q13_feat2,0.0,location_3,Tablet_Q13_feat2,Which of the additional artifacts do you connect/download on your Tablet,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  "
655,location_2:Tablet_Q13_feat1,0.0,location_2,Tablet_Q13_feat1,Which of the additional artifacts do you connect/download on your Tablet to execute the task,"Physical hardware (e.g., keyboard, screen, headphones, speakers)  "
656,location_3:Tablet_Q13_feat1,0.0,location_3,Tablet_Q13_feat1,Which of the additional artifacts do you connect/download on your Tablet to execute the task,"Physical hardware (e.g., keyboard, screen, headphones, speakers)  "
657,Relationship_1:Tablet_Q13_feat1,0.0,Relationship_1,Tablet_Q13_feat1,Which of the additional artifacts do you connect/download on your Tablet to execute the task,"Physical hardware (e.g., keyboard, screen, headphones, speakers)  "
658,Relationship_2:Tablet_Q13_feat1,0.0,Relationship_2,Tablet_Q13_feat1,Which of the additional artifacts do you connect/download on your Tablet to execute the task,"Physical hardware (e.g., keyboard, screen, headphones, speakers)  "
659,Relationship_3:Tablet_Q13_feat1,0.0,Relationship_3,Tablet_Q13_feat1,Which of the additional artifacts do you connect/download on your Tablet to execute the task,"Physical hardware (e.g., keyboard, screen, headphones, speakers)  "
660,location_1:Tablet_Q13_feat2,0.0,location_1,Tablet_Q13_feat2,Which of the additional artifacts do you connect/download on your Tablet,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  "
661,location_2:Tablet_Q13_feat2,0.0,location_2,Tablet_Q13_feat2,Which of the additional artifacts do you connect/download on your Tablet,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  "
663,Relationship_1:Tablet_Q13_feat2,0.0,Relationship_1,Tablet_Q13_feat2,Which of the additional artifacts do you connect/download on your Tablet,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  "
653,Relationship_3:Tablet_Q12_feat5,0.0,Relationship_3,Tablet_Q12_feat5,Which of these maintenance features in Tablet affect you as you perform this task on it?,I do not consider/evaluate maintenance features as I use this device for this task or is not provided by the device  
664,Relationship_2:Tablet_Q13_feat2,0.0,Relationship_2,Tablet_Q13_feat2,Which of the additional artifacts do you connect/download on your Tablet,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  "
665,Relationship_3:Tablet_Q13_feat2,0.0,Relationship_3,Tablet_Q13_feat2,Which of the additional artifacts do you connect/download on your Tablet,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  "
666,location_1:Tablet_Q13_feat4,0.0,location_1,Tablet_Q13_feat4,Which of the additional artifacts do you connect/download on your Tablet,The ability to connect/download an additional things does not matter to me while using the device  for this task or is not provided by the device  
667,location_2:Tablet_Q13_feat4,0.0,location_2,Tablet_Q13_feat4,Which of the additional artifacts do you connect/download on your Tablet,The ability to connect/download an additional things does not matter to me while using the device  for this task or is not provided by the device  
668,location_3:Tablet_Q13_feat4,0.0,location_3,Tablet_Q13_feat4,Which of the additional artifacts do you connect/download on your Tablet,The ability to connect/download an additional things does not matter to me while using the device  for this task or is not provided by the device  
669,Relationship_1:Tablet_Q13_feat4,0.0,Relationship_1,Tablet_Q13_feat4,Which of the additional artifacts do you connect/download on your Tablet,The ability to connect/download an additional things does not matter to me while using the device  for this task or is not provided by the device  
670,Relationship_2:Tablet_Q13_feat4,0.0,Relationship_2,Tablet_Q13_feat4,Which of the additional artifacts do you connect/download on your Tablet,The ability to connect/download an additional things does not matter to me while using the device  for this task or is not provided by the device  
654,location_1:Tablet_Q13_feat1,0.0,location_1,Tablet_Q13_feat1,Which of the additional artifacts do you connect/download on your Tablet to execute the task,"Physical hardware (e.g., keyboard, screen, headphones, speakers)  "
652,Relationship_2:Tablet_Q12_feat5,0.0,Relationship_2,Tablet_Q12_feat5,Which of these maintenance features in Tablet affect you as you perform this task on it?,I do not consider/evaluate maintenance features as I use this device for this task or is not provided by the device  
634,Relationship_2:Tablet_Q12_feat1,0.0,Relationship_2,Tablet_Q12_feat1,Which of these maintenance features in Tablet affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   
642,location_1:Tablet_Q12_feat3,0.0,location_1,Tablet_Q12_feat3,Which of these maintenance features in Tablet affect you as you perform this task on it,Ease of recovery of data and task related information in case of any hardware/software malfunction. 
635,Relationship_3:Tablet_Q12_feat1,0.0,Relationship_3,Tablet_Q12_feat1,Which of these maintenance features in Tablet affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   
636,location_1:Tablet_Q12_feat2,0.0,location_1,Tablet_Q12_feat2,Which of these maintenance features in Tablet affect you as you perform this task on it,Need of updating any software while/before performing the task  
637,location_2:Tablet_Q12_feat2,0.0,location_2,Tablet_Q12_feat2,Which of these maintenance features in Tablet affect you as you perform this task on it,Need of updating any software while/before performing the task  
638,location_3:Tablet_Q12_feat2,0.0,location_3,Tablet_Q12_feat2,Which of these maintenance features in Tablet affect you as you perform this task on it,Need of updating any software while/before performing the task  
639,Relationship_1:Tablet_Q12_feat2,0.0,Relationship_1,Tablet_Q12_feat2,Which of these maintenance features in Tablet affect you as you perform this task on it,Need of updating any software while/before performing the task  
640,Relationship_2:Tablet_Q12_feat2,0.0,Relationship_2,Tablet_Q12_feat2,Which of these maintenance features in Tablet affect you as you perform this task on it,Need of updating any software while/before performing the task  
641,Relationship_3:Tablet_Q12_feat2,0.0,Relationship_3,Tablet_Q12_feat2,Which of these maintenance features in Tablet affect you as you perform this task on it,Need of updating any software while/before performing the task  
643,location_2:Tablet_Q12_feat3,0.0,location_2,Tablet_Q12_feat3,Which of these maintenance features in Tablet affect you as you perform this task on it,Ease of recovery of data and task related information in case of any hardware/software malfunction. 
651,Relationship_1:Tablet_Q12_feat5,0.0,Relationship_1,Tablet_Q12_feat5,Which of these maintenance features in Tablet affect you as you perform this task on it?,I do not consider/evaluate maintenance features as I use this device for this task or is not provided by the device  
644,location_3:Tablet_Q12_feat3,0.0,location_3,Tablet_Q12_feat3,Which of these maintenance features in Tablet affect you as you perform this task on it,Ease of recovery of data and task related information in case of any hardware/software malfunction. 
645,Relationship_1:Tablet_Q12_feat3,0.0,Relationship_1,Tablet_Q12_feat3,Which of these maintenance features in Tablet affect you as you perform this task on it,Ease of recovery of data and task related information in case of any hardware/software malfunction. 
646,Relationship_2:Tablet_Q12_feat3,0.0,Relationship_2,Tablet_Q12_feat3,Which of these maintenance features in Tablet affect you as you perform this task on it,Ease of recovery of data and task related information in case of any hardware/software malfunction. 
647,Relationship_3:Tablet_Q12_feat3,0.0,Relationship_3,Tablet_Q12_feat3,Which of these maintenance features in Tablet affect you as you perform this task on it,Ease of recovery of data and task related information in case of any hardware/software malfunction. 
648,location_1:Tablet_Q12_feat5,0.0,location_1,Tablet_Q12_feat5,Which of these maintenance features in Tablet affect you as you perform this task on it?,I do not consider/evaluate maintenance features as I use this device for this task or is not provided by the device  
649,location_2:Tablet_Q12_feat5,0.0,location_2,Tablet_Q12_feat5,Which of these maintenance features in Tablet affect you as you perform this task on it?,I do not consider/evaluate maintenance features as I use this device for this task or is not provided by the device  
650,location_3:Tablet_Q12_feat5,0.0,location_3,Tablet_Q12_feat5,Which of these maintenance features in Tablet affect you as you perform this task on it?,I do not consider/evaluate maintenance features as I use this device for this task or is not provided by the device  
594,location_1:Tablet_Q10_feat6,0.0,location_1,Tablet_Q10_feat6,How does Tablet provide feedback or respond to your actions as you execute the task?,"As the feedback provided by my device is unambiguous and easy to follow, mode of feedback does not matter to me. "
592,Relationship_2:Tablet_Q10_feat4,0.0,Relationship_2,Tablet_Q10_feat4,How does Tablet provide feedback or respond to your actions as you execute the task,Notifications/Reminders on other synced/connected devices  
514,Relationship_2:Tablet_Q7_feat3,0.0,Relationship_2,Tablet_Q7_feat3,Which of the following features help you in reaching the desired level of trust to perform this task on Tablet?,I enables me to control how it executes this task  
542,location_3:Tablet_Q8_feat5,0.0,location_3,Tablet_Q8_feat5,What level of personalized communication does your Tablet provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  
535,location_2:Tablet_Q8_feat3,0.0,location_2,Tablet_Q8_feat3,What level of personalized communication does your Tablet provide while performing this task?,"Based on my current activities and surroundings it recommends additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task)"
536,location_3:Tablet_Q8_feat3,0.0,location_3,Tablet_Q8_feat3,What level of personalized communication does your Tablet provide while performing this task?,"Based on my current activities and surroundings it recommends additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task)"
537,Relationship_1:Tablet_Q8_feat3,0.0,Relationship_1,Tablet_Q8_feat3,What level of personalized communication does your Tablet provide while performing this task?,"Based on my current activities and surroundings it recommends additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task)"
538,Relationship_2:Tablet_Q8_feat3,0.0,Relationship_2,Tablet_Q8_feat3,What level of personalized communication does your Tablet provide while performing this task?,"Based on my current activities and surroundings it recommends additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task)"
539,Relationship_3:Tablet_Q8_feat3,0.0,Relationship_3,Tablet_Q8_feat3,What level of personalized communication does your Tablet provide while performing this task?,"Based on my current activities and surroundings it recommends additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task)"
540,location_1:Tablet_Q8_feat5,0.0,location_1,Tablet_Q8_feat5,What level of personalized communication does your Tablet provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  
