,ResponseId,Q1_feat1,Q1_feat2,Q1_feat3,Q1_feat4,Q1_feat5,Q1_feat7,Q2_feat1,Q2_feat2,Q2_feat3,Q2_feat5,Q3_feat1,Q3_feat2,Q3_feat3,Q3_feat4,Q3_feat6,Q4_feat1,Q4_feat3,Q5_feat1,Q5_feat2,Q5_feat3,Q5_feat4,Q5_feat6,Q6_feat1,Q6_feat2,Q6_feat3,Q6_feat4,Q7_feat1,Q7_feat2,Q7_feat3,Q7_feat5,Q8_feat1,Q8_feat2,Q8_feat3,Q8_feat5,Q9_feat1,Q9_feat2,Q9_feat3,Q9_feat4,Q9_feat6,Q10_feat1,Q10_feat2,Q10_feat3,Q10_feat4,Q10_feat6,Q10_feat7,Q11_feat1,Q11_feat2,Q11_feat3,Q11_feat5,Q12_feat1,Q12_feat2,Q12_feat3,Q12_feat5,Q13_feat1,Q13_feat2,Q13_feat4,Smart_Speaker_Q1_feat1,Smart_Speaker_Q1_feat2,Smart_Speaker_Q1_feat3,Smart_Speaker_Q1_feat4,Smart_Speaker_Q1_feat5,Smart_Speaker_Q1_feat7,Smart_Speaker_Q2_feat1,Smart_Speaker_Q2_feat2,Smart_Speaker_Q2_feat3,Smart_Speaker_Q2_feat5,Smart_Speaker_Q3_feat1,Smart_Speaker_Q3_feat2,Smart_Speaker_Q3_feat3,Smart_Speaker_Q3_feat4,Smart_Speaker_Q3_feat6,Smart_Speaker_Q4_feat1,Smart_Speaker_Q4_feat3,Smart_Speaker_Q5_feat1,Smart_Speaker_Q5_feat2,Smart_Speaker_Q5_feat3,Smart_Speaker_Q5_feat4,Smart_Speaker_Q5_feat6,Smart_Speaker_Q6_feat1,Smart_Speaker_Q6_feat2,Smart_Speaker_Q6_feat3,Smart_Speaker_Q6_feat4,Smart_Speaker_Q7_feat1,Smart_Speaker_Q7_feat2,Smart_Speaker_Q7_feat3,Smart_Speaker_Q7_feat5,Smart_Speaker_Q8_feat1,Smart_Speaker_Q8_feat2,Smart_Speaker_Q8_feat3,Smart_Speaker_Q8_feat5,Smart_Speaker_Q9_feat1,Smart_Speaker_Q9_feat2,Smart_Speaker_Q9_feat3,Smart_Speaker_Q9_feat4,Smart_Speaker_Q9_feat6,Smart_Speaker_Q10_feat1,Smart_Speaker_Q10_feat2,Smart_Speaker_Q10_feat3,Smart_Speaker_Q10_feat4,Smart_Speaker_Q10_feat6,Smart_Speaker_Q10_feat7,Smart_Speaker_Q11_feat1,Smart_Speaker_Q11_feat2,Smart_Speaker_Q11_feat3,Smart_Speaker_Q11_feat5,Smart_Speaker_Q12_feat1,Smart_Speaker_Q12_feat2,Smart_Speaker_Q12_feat3,Smart_Speaker_Q12_feat5,Smart_Speaker_Q13_feat1,Smart_Speaker_Q13_feat2,Smart_Speaker_Q13_feat4,device_use,Q20,actual_use,scenario,raw_scenario,Location,Relationship,org_scenaio,location_1,location_2,location_3,Relationship_1,Relationship_2,Relationship_3
103,R_3JyGIGLKsMcubFv,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6",1,0,"Suppose you want to read a digital document when you are at home with people you are close to (e.g., friends, family members).","Supposeyouwanttoreadadigitaldocumentwhenyouareathomewithpeopleyouarecloseto(e.g.,friends,familymembers).",1,2,"Suppose you want to read a digital document when you are at home with people you are close to (e.g., friends, family members).",1,0,0,0,1,0
104,R_XuBQxHvOw5LqleF,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,5","1,2,3",0,"Suppose you want to read a digital document when you are at home with people you are close to (e.g., friends, family members).","Supposeyouwanttoreadadigitaldocumentwhenyouareathomewithpeopleyouarecloseto(e.g.,friends,familymembers).",1,2,"Suppose you want to read a digital document when you are at home with people you are close to (e.g., friends, family members).",1,0,0,0,1,0
105,R_2aklnxjPXsoeQNM,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"1,2,3,4,5,6","1,3,4,5",1,"Suppose you want to read a digital document when you are at home with people you are close to (e.g., friends, family members).","Supposeyouwanttoreadadigitaldocumentwhenyouareathomewithpeopleyouarecloseto(e.g.,friends,familymembers).",1,2,"Suppose you want to read a digital document when you are at home with people you are close to (e.g., friends, family members).",1,0,0,0,1,0
106,R_2qwvc4nZgMOFDaS,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,4,5,6",2,0,Suppose you want to check your social media status when you are at Starbucks.,SupposeyouwanttocheckyoursocialmediastatuswhenyouareatStarbucks.,2,1,Suppose you want to check your social media status when you are at Starbucks.,0,1,0,1,0,0
107,R_3Dda48Nr1zARub0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6",2,0,Suppose you want to check your social media status when you are at Starbucks.,SupposeyouwanttocheckyoursocialmediastatuswhenyouareatStarbucks.,2,1,Suppose you want to check your social media status when you are at Starbucks.,0,1,0,1,0,0
108,R_3MmrM3jf1hS0eHS,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,4,5,6",2,0,Suppose you want to check your social media status when you are at Starbucks.,SupposeyouwanttocheckyoursocialmediastatuswhenyouareatStarbucks.,2,1,Suppose you want to check your social media status when you are at Starbucks.,0,1,0,1,0,0
109,R_1ieUdJl8DjhIZBo,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6",4,0,Suppose you want to check your social media status when you are at Starbucks.,SupposeyouwanttocheckyoursocialmediastatuswhenyouareatStarbucks.,2,1,Suppose you want to check your social media status when you are at Starbucks.,0,1,0,1,0,0
110,R_1FJ8kWybz6J91xV,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6",1,0,Suppose you want to check your social media status when you are at Starbucks.,SupposeyouwanttocheckyoursocialmediastatuswhenyouareatStarbucks.,2,1,Suppose you want to check your social media status when you are at Starbucks.,0,1,0,1,0,0
111,R_32JfUBlKHMsrFYc,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6",2,0,Suppose you want to check your social media status when you are at Starbucks.,SupposeyouwanttocheckyoursocialmediastatuswhenyouareatStarbucks.,2,1,Suppose you want to check your social media status when you are at Starbucks.,0,1,0,1,0,0
112,R_2OHzFG8iRPXGAi7,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6",1,0,"Suppose you want to call your mother for sharing an important update about your life when you are surrounded by people you know (e.g., acquaintances, colleagues) at your home.","Supposeyouwanttocallyourmotherforsharinganimportantupdateaboutyourlifewhenyouaresurroundedbypeopleyouknow(e.g.,acquaintances,colleagues)atyourhome.",1,3,"Suppose you want to call your mother for sharing an important update about your life when you are surrounded by people you know (e.g., acquaintances, colleagues) at your home.",1,0,0,0,0,1
113,R_cYBqv6EubeNquDT,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5","1,2",0,Suppose you are at starbucks and you realize today is the last day to pay one of your bills online.,Supposeyouareatstarbucksandyourealizetodayisthelastdaytopayoneofyourbillsonline.,2,1,Suppose you are at starbucks and you realize today is the last day to pay one of your bills online.,0,1,0,1,0,0
114,R_2uyMbwiGDvTFNL5,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6",1,0,Suppose you are at starbucks and you realize today is the last day to pay one of your bills online.,Supposeyouareatstarbucksandyourealizetodayisthelastdaytopayoneofyourbillsonline.,2,1,Suppose you are at starbucks and you realize today is the last day to pay one of your bills online.,0,1,0,1,0,0
115,R_1kH0mdQ6ixsxXsJ,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6","1,4",0,Suppose you are at starbucks and you realize today is the last day to pay one of your bills online.,Supposeyouareatstarbucksandyourealizetodayisthelastdaytopayoneofyourbillsonline.,2,1,Suppose you are at starbucks and you realize today is the last day to pay one of your bills online.,0,1,0,1,0,0
116,R_2rHZohAlfMaktv5,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5","1,2,4",0,Suppose you want to purchase something online when you are alone at a park.,Supposeyouwanttopurchasesomethingonlinewhenyouarealoneatapark.,3,1,Suppose you want to purchase something online when you are alone at a park.,0,0,1,1,0,0
117,R_2VkYmUFRelSdbE7,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,5,6",6,0,Suppose you want to purchase something online when you are alone at a park.,Supposeyouwanttopurchasesomethingonlinewhenyouarealoneatapark.,3,1,Suppose you want to purchase something online when you are alone at a park.,0,0,1,1,0,0
118,R_2TtMmVCo0xRlFxW,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,5,6",2,0,Suppose you want to purchase something online when you are alone at a park.,Supposeyouwanttopurchasesomethingonlinewhenyouarealoneatapark.,3,1,Suppose you want to purchase something online when you are alone at a park.,0,0,1,1,0,0
119,R_3IQM37zwtLQV6u7,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,5,6",1,0,Suppose you want to purchase something online when you are alone at a park.,Supposeyouwanttopurchasesomethingonlinewhenyouarealoneatapark.,3,1,Suppose you want to purchase something online when you are alone at a park.,0,0,1,1,0,0
120,R_2YyNcCSKnzRRCfi,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6","2,4",0,Suppose you want to purchase something online when you are alone at a park.,Supposeyouwanttopurchasesomethingonlinewhenyouarealoneatapark.,3,1,Suppose you want to purchase something online when you are alone at a park.,0,0,1,1,0,0
121,R_3LYXGPCHAPOHy6l,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,"1,2,3,4,5,6","2,5,6",1,"Suppose you want to call your mother for sharing an important update about your life when you are surrounded with people you are close to (e.g., friends, family members)at your home.","Supposeyouwanttocallyourmotherforsharinganimportantupdateaboutyourlifewhenyouaresurroundedwithpeopleyouarecloseto(e.g.,friends,familymembers)atyourhome.",1,2,"Suppose you want to call your mother for sharing an important update about your life when you are surrounded with people you are close to (e.g., friends, family members)at your home.",1,0,0,0,1,0
122,R_1MSNpkEVqz8QK5f,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,"1,2,3,4,5,6","2,5",1,"Suppose you want to call your mother for sharing an important update about your life when you are surrounded with people you are close to (e.g., friends, family members)at your home.","Supposeyouwanttocallyourmotherforsharinganimportantupdateaboutyourlifewhenyouaresurroundedwithpeopleyouarecloseto(e.g.,friends,familymembers)atyourhome.",1,2,"Suppose you want to call your mother for sharing an important update about your life when you are surrounded with people you are close to (e.g., friends, family members)at your home.",1,0,0,0,1,0
123,R_2rZNizRh9slLUqw,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"1,2,3,4,5,6","2,5",1,"Suppose you want to call your mother for sharing an important update about your life when you are surrounded with people you are close to (e.g., friends, family members)at your home.","Supposeyouwanttocallyourmotherforsharinganimportantupdateaboutyourlifewhenyouaresurroundedwithpeopleyouarecloseto(e.g.,friends,familymembers)atyourhome.",1,2,"Suppose you want to call your mother for sharing an important update about your life when you are surrounded with people you are close to (e.g., friends, family members)at your home.",1,0,0,0,1,0
124,R_DFWpICwxgavCUPD,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"1,2,3,4,5,6","2,5",1,"Suppose you want to call your mother for sharing an important update about your life when you are surrounded with people you are close to (e.g., friends, family members)at your home.","Supposeyouwanttocallyourmotherforsharinganimportantupdateaboutyourlifewhenyouaresurroundedwithpeopleyouarecloseto(e.g.,friends,familymembers)atyourhome.",1,2,"Suppose you want to call your mother for sharing an important update about your life when you are surrounded with people you are close to (e.g., friends, family members)at your home.",1,0,0,0,1,0
125,R_ywrIkogiA8hNeHT,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6",2,0,"Suppose you want to call your mother for sharing an important update about your life when you are surrounded with people you are close to (e.g., friends, family members)at your home.","Supposeyouwanttocallyourmotherforsharinganimportantupdateaboutyourlifewhenyouaresurroundedwithpeopleyouarecloseto(e.g.,friends,familymembers)atyourhome.",1,2,"Suppose you want to call your mother for sharing an important update about your life when you are surrounded with people you are close to (e.g., friends, family members)at your home.",1,0,0,0,1,0
126,R_3GAKRMQgF89anh7,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,4,5",2,0,"Suppose you want to purchase something (e.g., book, household items) online when you are with your close friends at a park.","Supposeyouwanttopurchasesomething(e.g.,book,householditems)onlinewhenyouarewithyourclosefriendsatapark.",3,2,"Suppose you want to purchase something (e.g., book, household items) online when you are with your close friends at a park.",0,0,1,0,1,0
127,R_125skFl6yyPkVXA,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6","1,4",0,"Suppose you want to purchase something (e.g., book, household items) online when you are with your close friends at a park.","Supposeyouwanttopurchasesomething(e.g.,book,householditems)onlinewhenyouarewithyourclosefriendsatapark.",3,2,"Suppose you want to purchase something (e.g., book, household items) online when you are with your close friends at a park.",0,0,1,0,1,0
128,R_12ElUaSzJ39vFkG,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6",3,0,Suppose you want to call your mother for sharing an important update about your life yourself when you are with a very close friend at a park.,Supposeyouwanttocallyourmotherforsharinganimportantupdateaboutyourlifeyourselfwhenyouarewithaveryclosefriendatapark.,3,2,Suppose you want to call your mother for sharing an important update about your life yourself when you are with a very close friend at a park. ,0,0,1,0,1,0
129,R_1PRSxLZryU7qTgg,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6",2,0,Suppose you want to call your mother for sharing an important update about your life yourself when you are with a very close friend at a park.,Supposeyouwanttocallyourmotherforsharinganimportantupdateaboutyourlifeyourselfwhenyouarewithaveryclosefriendatapark.,3,2,Suppose you want to call your mother for sharing an important update about your life yourself when you are with a very close friend at a park. ,0,0,1,0,1,0
130,R_3kOiTR88UoMWrD4,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,"1,2,3,4,5,6","1,3,5,6",1,Suppose you want to call your mother for sharing an important update about your life yourself when you are with a very close friend at a park.,Supposeyouwanttocallyourmotherforsharinganimportantupdateaboutyourlifeyourselfwhenyouarewithaveryclosefriendatapark.,3,2,Suppose you want to call your mother for sharing an important update about your life yourself when you are with a very close friend at a park. ,0,0,1,0,1,0
131,R_1r9CMebQAJr66tA,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6",2,0,Suppose you want to call your mother for sharing an important update about your life yourself when you are with a very close friend at a park.,Supposeyouwanttocallyourmotherforsharinganimportantupdateaboutyourlifeyourselfwhenyouarewithaveryclosefriendatapark.,3,2,Suppose you want to call your mother for sharing an important update about your life yourself when you are with a very close friend at a park. ,0,0,1,0,1,0
132,R_3J4dwvyzFeEbwcm,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,"1,2,3,4,5,6","1,4,5",1,Suppose you want to a send an email when you are alone at home,Supposeyouwanttoasendanemailwhenyouarealoneathome,1,1,Suppose you want to a send an email when you are alone at home,1,0,0,1,0,0
133,R_11XzlLgfqPYa28P,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6","1,4",0,Suppose you want to a send an email when you are alone at home,Supposeyouwanttoasendanemailwhenyouarealoneathome,1,1,Suppose you want to a send an email when you are alone at home,1,0,0,1,0,0
134,R_3phCe6jpO4W350L,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,5,6",1,0,Suppose you want to a send an email when you are alone at home,Supposeyouwanttoasendanemailwhenyouarealoneathome,1,1,Suppose you want to a send an email when you are alone at home,1,0,0,1,0,0
