,features,Importance,scen_feat,main_features,Affordance_Question,Affordance_Answer,scen_Question,scen_Answer
414,location_3:Laptop_Q3_feat3,0.0,location_3,Laptop_Q3_feat3,Which  aspects of Laptop makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  ,Scenario location,"Public (park, street etc)"
407,location_3:Laptop_Q1_feat7,0.0,location_3,Laptop_Q1_feat7,Which of the following type of interactions do you use while executing a command on Laptop?,The input modality does not matter to me or is not provided by the device  ,Scenario location,"Public (park, street etc)"
408,location_3:Laptop_Q2_feat1,0.0,location_3,Laptop_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Laptop while executing this task?",I use/view another application using touch-based input,Scenario location,"Public (park, street etc)"
409,location_3:Laptop_Q2_feat2,0.0,location_3,Laptop_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Laptop while executing this task?",I use/view another application using voice-based input ,Scenario location,"Public (park, street etc)"
410,location_3:Laptop_Q2_feat3,0.0,location_3,Laptop_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Laptop while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  ",Scenario location,"Public (park, street etc)"
411,location_3:Laptop_Q2_feat5,0.0,location_3,Laptop_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Laptop while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  ,Scenario location,"Public (park, street etc)"
412,location_3:Laptop_Q3_feat1,0.0,location_3,Laptop_Q3_feat1,Which  aspects of Laptop makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.,Scenario location,"Public (park, street etc)"
413,location_3:Laptop_Q3_feat2,0.0,location_3,Laptop_Q3_feat2,Which  aspects of Laptop makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  ,Scenario location,"Public (park, street etc)"
415,location_3:Laptop_Q3_feat4,0.0,location_3,Laptop_Q3_feat4,Which  aspects of Laptop makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  ,Scenario location,"Public (park, street etc)"
387,location_3:Q6_feat3,0.0,location_3,Q6_feat3,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,Device(s) should give me option of providing or changing any information through the entire execution of the task.  ,Scenario location,"Public (park, street etc)"
416,location_3:Laptop_Q3_feat6,0.0,location_3,Laptop_Q3_feat6,Which  aspects of Laptop makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  ,Scenario location,"Public (park, street etc)"
417,location_3:Laptop_Q5_feat2,0.0,location_3,Laptop_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  ,Scenario location,"Public (park, street etc)"
418,location_3:Laptop_Q5_feat3,0.0,location_3,Laptop_Q5_feat3,What level of accuracy does your Laptop provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  ",Scenario location,"Public (park, street etc)"
419,location_3:Laptop_Q5_feat4,0.0,location_3,Laptop_Q5_feat4,What level of accuracy does your Laptop provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  ",Scenario location,"Public (park, street etc)"
420,location_3:Laptop_Q5_feat6,0.0,location_3,Laptop_Q5_feat6,What level of accuracy does your Laptop provide when executing the task,Level of  accuracy does not matter to me while using this device for this task or is not provided by the device  ,Scenario location,"Public (park, street etc)"
492,Relationship_1:Q4_feat3,0.0,Relationship_1,Q4_feat3,What aspects of mobility do you expect to have for performing this task?,Mobility of the device does not matter to me in this task,Scenario relation,alone
422,location_3:Laptop_Q6_feat2,0.0,location_3,Laptop_Q6_feat2,When does your Laptop give you an option of providing or changing any task related information to perform this task?,The device prompts me to provide additional information when any instructions are unclear or missing.,Scenario location,"Public (park, street etc)"
406,location_3:Laptop_Q1_feat5,0.0,location_3,Laptop_Q1_feat5,Which of the following type of interactions do you use while executing a command on Laptop,Text-based interaction using virtual/digital keyboard on a screen  ,Scenario location,"Public (park, street etc)"
405,location_3:Laptop_Q1_feat4,0.0,location_3,Laptop_Q1_feat4,Which of the following type of interactions do you use while executing a command on Laptop?,Text-based interaction using physical keyboard  ,Scenario location,"Public (park, street etc)"
404,location_3:Laptop_Q1_feat3,0.0,location_3,Laptop_Q1_feat3,Which of the following type of interactions do you use while executing a command on Laptop,Text-based interaction with a digital pen/Stylus  ,Scenario location,"Public (park, street etc)"
403,location_3:Laptop_Q1_feat1,0.0,location_3,Laptop_Q1_feat1,Which of the following type of interactions do you use while executing a command on Laptop,Voice-based interaction  ,Scenario location,"Public (park, street etc)"
388,location_3:Q7_feat1,0.0,location_3,Q7_feat1,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,To be able to define who has access to my information  ,Scenario location,"Public (park, street etc)"
389,location_3:Q7_feat5,0.0,location_3,Q7_feat5,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,Building trust is not essential for me while performing this task on any device  ,Scenario location,"Public (park, street etc)"
390,location_3:Q8_feat1,0.0,location_3,Q8_feat1,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,Device(s) should be able to communicate with me through informal/human-like responses or notifications  ,Scenario location,"Public (park, street etc)"
391,location_3:Q8_feat3,0.0,location_3,Q8_feat3,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,"Based on my current activities and surroundings device(s) should recommend  additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task) ",Scenario location,"Public (park, street etc)"
392,location_3:Q8_feat5,0.0,location_3,Q8_feat5,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,Personalization or customizability  is not essential for me performing this task on any device,Scenario location,"Public (park, street etc)"
393,location_3:Q9_feat4,0.0,location_3,Q9_feat4,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,A voice assistant that can help me in understanding how to use appropriate features to perform the task  ,Scenario location,"Public (park, street etc)"
394,location_3:Q9_feat6,0.0,location_3,Q9_feat6,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,The level of assistance provided by a  device to help me understand its features while I am executing this task does not matter. ,Scenario location,"Public (park, street etc)"
395,location_3:Q10_feat1,0.0,location_3,Q10_feat1,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,"Through lights, vibrations  ",Scenario location,"Public (park, street etc)"
396,location_3:Q10_feat2,0.0,location_3,Q10_feat2,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through audio/voice based notifications/responses   ,Scenario location,"Public (park, street etc)"
397,location_3:Q10_feat3,0.0,location_3,Q10_feat3,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through text notifications/responses on screen of any of the devices,Scenario location,"Public (park, street etc)"
398,location_3:Q10_feat7,0.0,location_3,Q10_feat7,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,The way in which a device provides feedback or responds to my actions does not matter to me  for this task,Scenario location,"Public (park, street etc)"
399,location_3:Q11_feat5,0.0,location_3,Q11_feat5,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,Design components in a device to help me develop an intuition of how to perform this task does not matter to me  ,Scenario location,"Public (park, street etc)"
400,location_3:Q12_feat2,0.0,location_3,Q12_feat2,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Need and effect of any software updates while/before performing the task  ,Scenario location,"Public (park, street etc)"
401,location_3:Q12_feat3,0.0,location_3,Q12_feat3,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Ease of recovery of data and task related information in case of any hardware/software malfunction  ,Scenario location,"Public (park, street etc)"
402,location_3:Q13_feat4,0.0,location_3,Q13_feat4,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,The ability to connect/download an additional things does not matter to me  for this task.,Scenario location,"Public (park, street etc)"
491,Relationship_1:Q3_feat6,0.0,Relationship_1,Q3_feat6,Which aspects of any of the device(s) would make it easier for you to use them for this task?,Ease of use does not hold any relevance for me with respect to this task  ,Scenario relation,alone
497,Relationship_1:Q5_feat6,0.0,Relationship_1,Q5_feat6,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,Level of accuracy does not matter to me while performing this task  ,Scenario relation,alone
493,Relationship_1:Q5_feat1,0.0,Relationship_1,Q5_feat1,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,It should be able to execute the task without any errors   ,Scenario relation,alone
603,Relationship_2:Q3_feat6,0.0,Relationship_2,Q3_feat6,Which aspects of any of the device(s) would make it easier for you to use them for this task?,Ease of use does not hold any relevance for me with respect to this task  ,Scenario relation,strong ties
596,Relationship_2:Q1_feat3,0.0,Relationship_2,Q1_feat3,Which of the following type of interactions would you like to use to perform this task?,Text-based interaction with a digital pen/Stylus  ,Scenario relation,strong ties
597,Relationship_2:Q1_feat4,0.0,Relationship_2,Q1_feat4,Which of the following type of interactions would you like to use to perform this task?,Text-based interaction using physical keyboard ,Scenario relation,strong ties
598,Relationship_2:Q1_feat7,0.0,Relationship_2,Q1_feat7,Which of the following type of interactions would you like to use to perform this task?,The input modality does not matter to me  ,Scenario relation,strong ties
599,Relationship_2:Q2_feat2,0.0,Relationship_2,Q2_feat2,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",Use/view another application through voice-based input ,Scenario relation,strong ties
600,Relationship_2:Q2_feat5,0.0,Relationship_2,Q2_feat5,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",I would not like to multitask while performing this tas,Scenario relation,strong ties
601,Relationship_2:Q3_feat2,0.0,Relationship_2,Q3_feat2,Which aspects of any of the device(s) would make it easier for you to use them for this task?,The device(s) should provide few and simple steps to complete the task.,Scenario relation,strong ties
602,Relationship_2:Q3_feat4,0.0,Relationship_2,Q3_feat4,Which aspects of any of the device(s) would make it easier for you to use them for this task?,The device(s) should be able to provide any task related information as an audio response. ,Scenario relation,strong ties
604,Relationship_2:Q4_feat3,0.0,Relationship_2,Q4_feat3,What aspects of mobility do you expect to have for performing this task?,Mobility of the device does not matter to me in this task,Scenario relation,strong ties
594,Relationship_2:Q1_feat1,0.0,Relationship_2,Q1_feat1,Which of the following type of interactions would you like to use to perform this task?,Voice-based interaction  ,Scenario relation,strong ties
605,Relationship_2:Q5_feat1,0.0,Relationship_2,Q5_feat1,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,It should be able to execute the task without any errors   ,Scenario relation,strong ties
606,Relationship_2:Q5_feat2,0.0,Relationship_2,Q5_feat2,";""> What level of accuracy do you expect any of the device(s) to achieve for executing this task?",The device(s) can make errors sometimes  ,Scenario relation,strong ties
607,Relationship_2:Q5_feat3,0.0,Relationship_2,Q5_feat3,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,"The device(s) can make some errors, but it should try to correct itself by learning from my previous actions or more interactions with me.  ",Scenario relation,strong ties
608,Relationship_2:Q5_feat4,0.0,Relationship_2,Q5_feat4,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,"The device(s) can make some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command) ",Scenario relation,strong ties
609,Relationship_2:Q5_feat6,0.0,Relationship_2,Q5_feat6,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,Level of accuracy does not matter to me while performing this task  ,Scenario relation,strong ties
610,Relationship_2:Q6_feat1,0.0,Relationship_2,Q6_feat1,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,Only at the beginning for providing first set of commands or information  ,Scenario relation,strong ties
611,Relationship_2:Q6_feat3,0.0,Relationship_2,Q6_feat3,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,Device(s) should give me option of providing or changing any information through the entire execution of the task.  ,Scenario relation,strong ties
595,Relationship_2:Q1_feat2,0.0,Relationship_2,Q1_feat2,Which of the following type of interactions would you like to use to perform this task?,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario relation,strong ties
590,Relationship_2:Q6_feat4,0.0,Relationship_2,Q6_feat4,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,When a device gives an option of providing or changing any task related information is not relevant while performing this task  ,Scenario relation,strong ties
494,Relationship_1:Q5_feat2,0.0,Relationship_1,Q5_feat2,";""> What level of accuracy do you expect any of the device(s) to achieve for executing this task?",The device(s) can make errors sometimes  ,Scenario relation,alone
577,Relationship_2:Q9_feat2,0.0,Relationship_2,Q9_feat2,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,An interactive help/search menu that can answer my questions about the features of the device as I use them   ,Scenario relation,strong ties
570,Relationship_2:Q9_feat3,0.0,Relationship_2,Q9_feat3,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,A graphic icon that conveys the meaning of a widget on the device   ,Scenario relation,strong ties
571,Relationship_2:Laptop_Q12_feat3,0.0,Relationship_2,Laptop_Q12_feat3,Which of these maintenance features in Laptop affect you as you perform this task on it,Ease of recovery of data and task related information in case of any hardware/software malfunction. ,Scenario relation,strong ties
572,Relationship_2:Q11_feat1,0.0,Relationship_2,Q11_feat1,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Presentation of information is in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used )  ",Scenario relation,strong ties
573,Relationship_2:Q2_feat3,0.0,Relationship_2,Q2_feat3,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",The modality of input (text- or voice-based) does not matter as long as I am able to use another application  ,Scenario relation,strong ties
574,Relationship_2:Q7_feat3,0.0,Relationship_2,Q7_feat3,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,I should be able to control how device executes a task  ,Scenario relation,strong ties
575,Relationship_2:Q10_feat4,0.0,Relationship_2,Q10_feat4,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through notifications/reminders on other synced/connected device  ,Scenario relation,strong ties
576,Relationship_2:Q12_feat1,0.0,Relationship_2,Q12_feat1,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?</,Amount of battery life and impact of performing the task on battery life   ,Scenario relation,strong ties
578,Relationship_2:Q3_feat1,0.0,Relationship_2,Q3_feat1,Which aspects of any of the device(s) would make it easier for you to use them for this task?,It should be easy to find and understand the relevant features of the device(s) to complete the given task.  ,Scenario relation,strong ties
589,Relationship_2:Q8_feat2,0.0,Relationship_2,Q8_feat2,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,"Customizability of features based on current context and past interactions (e.g., sorting notifications by relevance)   ",Scenario relation,strong ties
579,Relationship_2:Q11_feat3,0.0,Relationship_2,Q11_feat3,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"In case of no screen, the device(s) should provide me needed information as voice-based instructions",Scenario relation,strong ties
580,Relationship_2:Q9_feat1,0.0,Relationship_2,Q9_feat1,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,A tooltip that explains the functionality of a widget on the device  ,Scenario relation,strong ties
581,Relationship_2:Q6_feat2,0.0,Relationship_2,Q6_feat2,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,Device(s) should prompt me for providing more information when instructions are unclear or missing.  ,Scenario relation,strong ties
583,Relationship_2:Q2_feat1,0.0,Relationship_2,Q2_feat1,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",Use/view another application through touch-based input   ,Scenario relation,strong ties
584,Relationship_2:Q11_feat2,0.0,Relationship_2,Q11_feat2,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Icons, buttons and other tools should be designed in such a way that I can easily understand their purpose and how to use them",Scenario relation,strong ties
585,Relationship_2:Q10_feat6,0.0,Relationship_2,Q10_feat6,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,"As long as feedback is unambiguous and easy to follow, mode of feedback does not matter to me.   ",Scenario relation,strong ties
588,Relationship_2:Q12_feat5,0.0,Relationship_2,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.,Scenario relation,strong ties
612,Relationship_2:Q7_feat1,0.0,Relationship_2,Q7_feat1,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,To be able to define who has access to my information  ,Scenario relation,strong ties
613,Relationship_2:Q7_feat5,0.0,Relationship_2,Q7_feat5,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,Building trust is not essential for me while performing this task on any device  ,Scenario relation,strong ties
614,Relationship_2:Q8_feat1,0.0,Relationship_2,Q8_feat1,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,Device(s) should be able to communicate with me through informal/human-like responses or notifications  ,Scenario relation,strong ties
642,Relationship_2:Laptop_Q5_feat3,0.0,Relationship_2,Laptop_Q5_feat3,What level of accuracy does your Laptop provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  ",Scenario relation,strong ties
635,Relationship_2:Laptop_Q2_feat5,0.0,Relationship_2,Laptop_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Laptop while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  ,Scenario relation,strong ties
636,Relationship_2:Laptop_Q3_feat1,0.0,Relationship_2,Laptop_Q3_feat1,Which  aspects of Laptop makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.,Scenario relation,strong ties
637,Relationship_2:Laptop_Q3_feat2,0.0,Relationship_2,Laptop_Q3_feat2,Which  aspects of Laptop makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  ,Scenario relation,strong ties
638,Relationship_2:Laptop_Q3_feat3,0.0,Relationship_2,Laptop_Q3_feat3,Which  aspects of Laptop makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  ,Scenario relation,strong ties
639,Relationship_2:Laptop_Q3_feat4,0.0,Relationship_2,Laptop_Q3_feat4,Which  aspects of Laptop makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  ,Scenario relation,strong ties
640,Relationship_2:Laptop_Q3_feat6,0.0,Relationship_2,Laptop_Q3_feat6,Which  aspects of Laptop makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  ,Scenario relation,strong ties
641,Relationship_2:Laptop_Q5_feat2,0.0,Relationship_2,Laptop_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  ,Scenario relation,strong ties
643,Relationship_2:Laptop_Q5_feat4,0.0,Relationship_2,Laptop_Q5_feat4,What level of accuracy does your Laptop provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  ",Scenario relation,strong ties
615,Relationship_2:Q8_feat3,0.0,Relationship_2,Q8_feat3,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,"Based on my current activities and surroundings device(s) should recommend  additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task) ",Scenario relation,strong ties
644,Relationship_2:Laptop_Q5_feat6,0.0,Relationship_2,Laptop_Q5_feat6,What level of accuracy does your Laptop provide when executing the task,Level of  accuracy does not matter to me while using this device for this task or is not provided by the device  ,Scenario relation,strong ties
645,Relationship_2:Laptop_Q6_feat1,0.0,Relationship_2,Laptop_Q6_feat1,When does your Laptop give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task,Scenario relation,strong ties
646,Relationship_2:Laptop_Q6_feat2,0.0,Relationship_2,Laptop_Q6_feat2,When does your Laptop give you an option of providing or changing any task related information to perform this task?,The device prompts me to provide additional information when any instructions are unclear or missing.,Scenario relation,strong ties
647,Relationship_2:Laptop_Q6_feat3,0.0,Relationship_2,Laptop_Q6_feat3,When does your Laptop give you an option of providing or changing any task related information to perform this task?,The device prompts me for input and validation throughout the entire execution of task.,Scenario relation,strong ties
648,Relationship_2:Laptop_Q7_feat1,0.0,Relationship_2,Laptop_Q7_feat1,Which of the following features help you in reaching the desired level of trust to perform this task on Laptop?,It enables me to define who has access to my information,Scenario relation,strong ties
649,Relationship_2:Laptop_Q7_feat2,0.0,Relationship_2,Laptop_Q7_feat2,Which of the following features help you in reaching the desired level of trust to perform this task on Laptop?,"It enables me to control where my personal information is stored (e.g., solely on the device)",Scenario relation,strong ties
650,Relationship_2:Laptop_Q7_feat3,0.0,Relationship_2,Laptop_Q7_feat3,Which of the following features help you in reaching the desired level of trust to perform this task on Laptop?,I enables me to control how it executes this task  ,Scenario relation,strong ties
634,Relationship_2:Laptop_Q2_feat3,0.0,Relationship_2,Laptop_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Laptop while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  ",Scenario relation,strong ties
633,Relationship_2:Laptop_Q2_feat2,0.0,Relationship_2,Laptop_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Laptop while executing this task?",I use/view another application using voice-based input ,Scenario relation,strong ties
632,Relationship_2:Laptop_Q2_feat1,0.0,Relationship_2,Laptop_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Laptop while executing this task?",I use/view another application using touch-based input,Scenario relation,strong ties
631,Relationship_2:Laptop_Q1_feat7,0.0,Relationship_2,Laptop_Q1_feat7,Which of the following type of interactions do you use while executing a command on Laptop?,The input modality does not matter to me or is not provided by the device  ,Scenario relation,strong ties
616,Relationship_2:Q8_feat5,0.0,Relationship_2,Q8_feat5,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,Personalization or customizability  is not essential for me performing this task on any device,Scenario relation,strong ties
617,Relationship_2:Q9_feat4,0.0,Relationship_2,Q9_feat4,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,A voice assistant that can help me in understanding how to use appropriate features to perform the task  ,Scenario relation,strong ties
618,Relationship_2:Q9_feat6,0.0,Relationship_2,Q9_feat6,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,The level of assistance provided by a  device to help me understand its features while I am executing this task does not matter. ,Scenario relation,strong ties
619,Relationship_2:Q10_feat1,0.0,Relationship_2,Q10_feat1,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,"Through lights, vibrations  ",Scenario relation,strong ties
620,Relationship_2:Q10_feat2,0.0,Relationship_2,Q10_feat2,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through audio/voice based notifications/responses   ,Scenario relation,strong ties
621,Relationship_2:Q10_feat3,0.0,Relationship_2,Q10_feat3,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through text notifications/responses on screen of any of the devices,Scenario relation,strong ties
622,Relationship_2:Q10_feat7,0.0,Relationship_2,Q10_feat7,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,The way in which a device provides feedback or responds to my actions does not matter to me  for this task,Scenario relation,strong ties
623,Relationship_2:Q11_feat5,0.0,Relationship_2,Q11_feat5,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,Design components in a device to help me develop an intuition of how to perform this task does not matter to me  ,Scenario relation,strong ties
624,Relationship_2:Q12_feat2,0.0,Relationship_2,Q12_feat2,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Need and effect of any software updates while/before performing the task  ,Scenario relation,strong ties
625,Relationship_2:Q12_feat3,0.0,Relationship_2,Q12_feat3,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Ease of recovery of data and task related information in case of any hardware/software malfunction  ,Scenario relation,strong ties
626,Relationship_2:Q13_feat4,0.0,Relationship_2,Q13_feat4,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,The ability to connect/download an additional things does not matter to me  for this task.,Scenario relation,strong ties
627,Relationship_2:Laptop_Q1_feat1,0.0,Relationship_2,Laptop_Q1_feat1,Which of the following type of interactions do you use while executing a command on Laptop,Voice-based interaction  ,Scenario relation,strong ties
628,Relationship_2:Laptop_Q1_feat3,0.0,Relationship_2,Laptop_Q1_feat3,Which of the following type of interactions do you use while executing a command on Laptop,Text-based interaction with a digital pen/Stylus  ,Scenario relation,strong ties
629,Relationship_2:Laptop_Q1_feat4,0.0,Relationship_2,Laptop_Q1_feat4,Which of the following type of interactions do you use while executing a command on Laptop?,Text-based interaction using physical keyboard  ,Scenario relation,strong ties
630,Relationship_2:Laptop_Q1_feat5,0.0,Relationship_2,Laptop_Q1_feat5,Which of the following type of interactions do you use while executing a command on Laptop,Text-based interaction using virtual/digital keyboard on a screen  ,Scenario relation,strong ties
569,Relationship_2:Laptop_Q9_feat6,0.0,Relationship_2,Laptop_Q9_feat6,How does your Laptop help you understand the features that you use to perform this task?  ,The assistance provided by the device to understand its features does not matter as I  use it for this task or is not provided by the device  ,Scenario relation,strong ties
653,Relationship_2:Laptop_Q8_feat2,0.0,Relationship_2,Laptop_Q8_feat2,What level of personalized communication does your Laptop provide while performing this task?,"It customizes the features based on my current context and past interactions (e.g., sorting notifications by relevance)  ",Scenario relation,strong ties
567,Relationship_2:Laptop_Q8_feat5,0.0,Relationship_2,Laptop_Q8_feat5,What level of personalized communication does your Laptop provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  ,Scenario relation,strong ties
521,Relationship_1:Laptop_Q2_feat2,0.0,Relationship_1,Laptop_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Laptop while executing this task?",I use/view another application using voice-based input ,Scenario relation,alone
514,Relationship_1:Q13_feat4,0.0,Relationship_1,Q13_feat4,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,The ability to connect/download an additional things does not matter to me  for this task.,Scenario relation,alone
515,Relationship_1:Laptop_Q1_feat1,0.0,Relationship_1,Laptop_Q1_feat1,Which of the following type of interactions do you use while executing a command on Laptop,Voice-based interaction  ,Scenario relation,alone
516,Relationship_1:Laptop_Q1_feat3,0.0,Relationship_1,Laptop_Q1_feat3,Which of the following type of interactions do you use while executing a command on Laptop,Text-based interaction with a digital pen/Stylus  ,Scenario relation,alone
517,Relationship_1:Laptop_Q1_feat4,0.0,Relationship_1,Laptop_Q1_feat4,Which of the following type of interactions do you use while executing a command on Laptop?,Text-based interaction using physical keyboard  ,Scenario relation,alone
518,Relationship_1:Laptop_Q1_feat5,0.0,Relationship_1,Laptop_Q1_feat5,Which of the following type of interactions do you use while executing a command on Laptop,Text-based interaction using virtual/digital keyboard on a screen  ,Scenario relation,alone
519,Relationship_1:Laptop_Q1_feat7,0.0,Relationship_1,Laptop_Q1_feat7,Which of the following type of interactions do you use while executing a command on Laptop?,The input modality does not matter to me or is not provided by the device  ,Scenario relation,alone
520,Relationship_1:Laptop_Q2_feat1,0.0,Relationship_1,Laptop_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Laptop while executing this task?",I use/view another application using touch-based input,Scenario relation,alone
522,Relationship_1:Laptop_Q2_feat3,0.0,Relationship_1,Laptop_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Laptop while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  ",Scenario relation,alone
531,Relationship_1:Laptop_Q5_feat4,0.0,Relationship_1,Laptop_Q5_feat4,What level of accuracy does your Laptop provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  ",Scenario relation,alone
523,Relationship_1:Laptop_Q2_feat5,0.0,Relationship_1,Laptop_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Laptop while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  ,Scenario relation,alone
524,Relationship_1:Laptop_Q3_feat1,0.0,Relationship_1,Laptop_Q3_feat1,Which  aspects of Laptop makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.,Scenario relation,alone
